SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,716.0,726.95,710.6,717.6,717.0,709.05,519093,372535016.5,23-JUL-2009,
ADANIENT,EQ,850.0,852.8,836.0,848.9,847.0,839.6,157680,133398586.95,23-JUL-2009,
AMBUJACEM,EQ,95.25,97.8,94.3,97.0,97.0,96.25,4547094,437836910.9,23-JUL-2009,
APOLLOHOSP,EQ,578.8,584.05,568.0,577.6,579.0,571.9,29780,17170314.85,23-JUL-2009,
ASHOKLEY,EQ,33.0,33.4,32.05,33.0,32.95,32.45,3448378,112822434.6,23-JUL-2009,
ASIANPAINT,EQ,1296.0,1320.0,1271.0,1288.15,1290.15,1296.55,42069,54696591.75,23-JUL-2009,
ASTRAL,EQ,102.1,107.95,102.1,107.7,105.3,104.5,3081,321839.45,23-JUL-2009,
AUROPHARMA,EQ,528.0,552.9,525.1,544.85,549.0,518.95,352505,191013028.95,23-JUL-2009,
AXISBANK,EQ,875.0,897.7,871.0,893.95,895.0,860.7,2943393,2610002657.1,23-JUL-2009,
BAJAJ-AUTO,EQ,1179.5,1187.5,1140.1,1171.05,1172.95,1165.55,66588,77331788.75,23-JUL-2009,
BAJAJFINSV,EQ,340.0,378.8,340.0,374.25,375.0,350.05,18958,6934466.15,23-JUL-2009,
BAJAJHLDNG,EQ,426.0,439.25,421.1,426.3,425.0,427.05,63991,27590941.5,23-JUL-2009,
BANKBARODA,EQ,438.7,438.7,421.55,430.1,431.4,423.2,597528,255707212.85,23-JUL-2009,
BANKINDIA,EQ,358.0,362.0,353.25,357.45,357.35,351.55,1103981,394849350.65,23-JUL-2009,
BEL,EQ,1440.0,1461.4,1370.0,1390.55,1394.0,1417.45,166820,232655500.85,23-JUL-2009,
BHARATFORG,EQ,156.3,160.85,155.6,159.7,160.75,154.75,226155,35724150.15,23-JUL-2009,
BHARTIARTL,EQ,870.0,870.0,795.4,814.1,813.25,823.0,7690951,6278057250.2,23-JUL-2009,
BHEL,EQ,2155.0,2193.0,2145.25,2168.2,2166.0,2146.65,1228885,2666093625.6,23-JUL-2009,
BIOCON,EQ,220.0,224.4,216.05,218.9,219.7,212.2,1789566,393886681.85,23-JUL-2009,
BLUESTARCO,EQ,335.0,362.0,330.25,349.65,351.95,325.45,47703,16758750.1,23-JUL-2009,
BOSCHLTD,EQ,3411.7,3510.0,3403.0,3469.65,3510.0,3405.9,2346,8044199.1,23-JUL-2009,
BPCL,EQ,449.0,456.8,439.55,451.7,452.2,440.75,813394,363445017.75,23-JUL-2009,
BRITANNIA,EQ,1720.0,1795.0,1706.0,1781.75,1781.1,1713.95,18202,32005801.65,23-JUL-2009,
CANBK,EQ,270.0,274.9,268.0,272.35,272.9,263.25,841129,228577768.1,23-JUL-2009,
CIPLA,EQ,273.0,285.85,271.6,284.35,284.5,271.5,1103766,308920971.4,23-JUL-2009,
COLPAL,EQ,640.0,662.0,613.0,654.15,653.55,637.05,160709,104900061.15,23-JUL-2009,
CONCOR,EQ,1012.1,1039.9,1012.1,1034.0,1026.55,1011.4,18201,18572837.45,23-JUL-2009,
CUMMINSIND,EQ,255.0,257.0,250.8,253.65,254.0,251.9,147419,37424058.5,23-JUL-2009,
DABUR,EQ,134.0,136.0,132.0,133.25,133.0,133.0,216644,28834217.9,23-JUL-2009,
DIVISLAB,EQ,1129.8,1129.8,1094.95,1099.85,1098.0,1074.95,263983,290483677.75,23-JUL-2009,
DLF,EQ,349.25,374.3,349.25,369.95,373.55,345.8,14391242,5211718126.15,23-JUL-2009,
DRREDDY,EQ,755.0,793.0,728.05,784.95,787.0,751.05,916285,696557463.2,23-JUL-2009,
EICHERMOT,EQ,330.0,335.0,327.1,329.35,327.1,330.6,1757,580732.4,23-JUL-2009,
FEDERALBNK,EQ,242.0,247.95,235.0,246.15,246.0,240.7,404107,97365292.15,23-JUL-2009,
FORTIS,EQ,91.9,94.4,91.5,93.65,93.75,90.4,250913,23359137.0,23-JUL-2009,
GAIL,EQ,334.0,348.9,332.15,345.6,347.0,329.85,2155403,734985580.5,23-JUL-2009,
GLENMARK,EQ,254.0,274.5,254.0,267.25,269.0,250.8,3265898,869775309.05,23-JUL-2009,
GODFRYPHLP,EQ,1351.5,1410.0,1351.5,1400.6,1400.0,1361.85,1970,2724617.55,23-JUL-2009,
GODREJCP,EQ,193.0,198.0,193.0,195.7,197.0,193.6,89379,17506369.75,23-JUL-2009,
GRASIM,EQ,2700.0,2824.0,2635.05,2800.1,2819.0,2697.35,282785,776885486.2,23-JUL-2009,
HAVELLS,EQ,286.0,291.95,283.5,285.45,286.5,283.7,44816,12891674.1,23-JUL-2009,
HCLTECH,EQ,224.8,226.2,216.5,224.85,224.85,216.15,909958,203859400.05,23-JUL-2009,
HDFCBANK,EQ,1459.65,1470.25,1434.65,1459.05,1450.0,1445.15,1293926,1880355412.9,23-JUL-2009,
HINDALCO,EQ,86.1,91.5,86.1,90.8,91.0,85.6,10546531,948305767.55,23-JUL-2009,
HINDPETRO,EQ,321.0,325.5,318.85,323.65,324.05,321.05,526517,169558317.75,23-JUL-2009,
HINDUNILVR,EQ,269.5,279.0,268.35,276.75,277.15,269.3,6467801,1772816141.4,23-JUL-2009,
HINDZINC,EQ,659.65,690.0,655.25,684.75,687.05,651.2,304138,205479046.0,23-JUL-2009,
ICICIBANK,EQ,770.55,788.95,758.5,775.75,773.9,759.55,10064280,7781292080.6,23-JUL-2009,
IDEA,EQ,75.9,78.6,75.8,78.0,77.9,74.7,6613022,512221195.3,23-JUL-2009,
INDHOTEL,EQ,64.95,65.8,64.0,64.85,65.0,64.4,629058,40842255.9,23-JUL-2009,
INDIANB,EQ,139.0,147.9,133.5,146.1,146.5,136.2,2147005,305969231.6,23-JUL-2009,
INDUSINDBK,EQ,89.85,91.2,87.25,90.55,90.65,88.05,1808505,162111419.15,23-JUL-2009,
IOC,EQ,533.95,538.0,526.25,529.85,529.0,528.05,392844,208194235.2,23-JUL-2009,
ITC,EQ,220.05,232.0,219.2,229.75,230.0,218.0,8496749,1930190204.3,23-JUL-2009,
JINDALSTEL,EQ,2810.0,2950.0,2810.0,2921.6,2949.8,2788.1,828006,2391184108.45,23-JUL-2009,
JSWSTEEL,EQ,614.0,623.7,601.0,620.05,623.0,594.8,2491960,1533398356.1,23-JUL-2009,
KEI,BE,26.9,26.9,26.0,26.7,26.9,26.35,72571,1931026.55,23-JUL-2009,
KOTAKBANK,EQ,634.5,652.7,630.0,641.05,639.0,624.15,1330947,850636508.75,23-JUL-2009,
LICHSGFIN,EQ,598.0,604.0,575.1,590.3,588.0,592.25,2091922,1227943001.3,23-JUL-2009,
LT,EQ,1470.0,1499.0,1457.0,1489.8,1489.0,1448.7,1954082,2895088388.7,23-JUL-2009,
LUPIN,EQ,943.0,976.4,935.0,965.15,969.0,934.25,342299,329763133.6,23-JUL-2009,
M&M,EQ,768.0,808.0,768.0,802.1,806.9,765.25,1292710,1022103139.45,23-JUL-2009,
MARICO,EQ,89.5,91.7,84.6,85.75,86.25,87.35,854700,75842216.0,23-JUL-2009,
MARUTI,EQ,1220.0,1305.0,1220.0,1295.8,1299.1,1214.3,1811332,2286661691.25,23-JUL-2009,
MOTILALOFS,EQ,145.35,146.95,144.0,145.1,144.8,143.35,10860,1580328.25,23-JUL-2009,
MPHASIS,EQ,419.2,425.0,407.2,409.7,412.45,415.65,445235,184356546.35,23-JUL-2009,
NATIONALUM,EQ,290.5,298.0,290.5,295.55,297.0,288.35,166058,49033253.65,23-JUL-2009,
NAUKRI,EQ,649.0,672.0,621.0,646.3,648.0,621.4,18094,11754307.0,23-JUL-2009,
NMDC,EQ,376.65,379.65,367.6,372.45,373.0,370.8,170514,63713356.35,23-JUL-2009,
NTPC,EQ,204.75,208.6,204.0,208.0,208.2,203.5,5272725,1087322113.5,23-JUL-2009,
OFSS,EQ,1315.0,1339.0,1306.55,1317.7,1320.0,1300.4,25464,33737258.9,23-JUL-2009,
ONGC,EQ,1095.0,1117.6,1085.0,1093.0,1087.35,1092.45,1841598,2019556666.65,23-JUL-2009,
PAGEIND,EQ,586.25,593.8,578.05,593.6,593.6,583.35,81,47450.3,23-JUL-2009,
