SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,1559.0,1587.0,1456.6,1492.75,1530.0,1536.7,238829,357148018.85,22-NOV-2007,
ADANIENT,EQ,810.05,839.0,800.0,813.4,829.0,830.15,147224,119841010.15,22-NOV-2007,
AMBUJACEM,EQ,147.5,149.0,146.75,147.35,147.5,146.65,1868809,276075469.35,22-NOV-2007,
APOLLOHOSP,EQ,472.0,472.0,456.1,461.65,460.0,473.5,8542,3951388.45,22-NOV-2007,
ASHOKLEY,EQ,41.0,41.7,38.35,39.75,40.8,40.55,5942364,235684463.5,22-NOV-2007,
ASIANPAINT,EQ,985.25,1006.9,985.25,1000.15,1003.0,1004.55,14060,14055633.95,22-NOV-2007,
ASTRAL,EQ,140.55,144.0,136.5,137.9,139.05,138.65,11128,1550123.15,22-NOV-2007,
AUROPHARMA,EQ,522.4,525.0,490.1,508.7,506.0,518.05,146666,74768136.2,22-NOV-2007,
AXISBANK,EQ,940.0,945.0,900.0,918.9,933.0,943.2,424122,389683768.5,22-NOV-2007,
BANKBARODA,EQ,360.0,370.0,344.1,359.0,366.0,356.25,689430,245540291.25,22-NOV-2007,
BANKINDIA,EQ,346.7,355.9,320.0,334.5,336.3,346.7,1778702,594105483.0,22-NOV-2007,
BEL,EQ,1882.0,1887.0,1780.0,1808.7,1835.0,1847.4,62456,112908261.4,22-NOV-2007,
BHARATFORG,EQ,331.0,334.9,318.0,321.15,322.3,333.45,133393,43206716.6,22-NOV-2007,
BHARTIARTL,EQ,880.0,928.8,861.0,906.45,910.05,900.1,2091250,1858204195.1,22-NOV-2007,
BHEL,EQ,2505.0,2566.0,2385.0,2493.05,2521.0,2481.5,1264262,3115266039.95,22-NOV-2007,
BIOCON,EQ,576.0,576.0,547.6,556.45,562.95,569.45,141799,79611172.65,22-NOV-2007,
BLUESTARCO,EQ,435.65,438.0,427.0,430.1,430.95,435.5,27438,11787104.8,22-NOV-2007,
BPCL,EQ,380.0,403.0,370.35,395.2,396.0,380.25,563890,218758884.5,22-NOV-2007,
BRITANNIA,EQ,1530.0,1530.0,1490.0,1497.8,1503.9,1520.4,201370,306464591.95,22-NOV-2007,
CANBK,EQ,272.0,274.8,255.1,259.45,261.95,268.25,582451,152321046.6,22-NOV-2007,
CIPLA,EQ,182.0,185.6,179.4,183.45,183.65,181.4,1023491,187025482.8,22-NOV-2007,
CONCOR,EQ,1830.05,1848.0,1822.0,1833.6,1848.0,1844.4,27620,50528189.15,22-NOV-2007,
CUMMINSIND,EQ,397.9,397.9,373.05,375.2,383.9,389.8,85307,32233883.95,22-NOV-2007,
DABUR,EQ,111.0,112.0,105.2,109.1,110.95,110.15,1022503,110715684.25,22-NOV-2007,
DIVISLAB,EQ,1551.0,1617.7,1465.05,1539.85,1569.9,1579.45,228123,350882692.05,22-NOV-2007,
DLF,EQ,895.0,900.0,800.0,820.15,828.05,869.55,3947699,3270392092.8,22-NOV-2007,
DRREDDY,EQ,606.0,609.0,596.0,604.15,607.7,598.35,239889,144389406.7,22-NOV-2007,
EICHERMOT,EQ,455.0,460.0,427.0,449.75,450.5,439.0,42115,18466606.3,22-NOV-2007,
FEDERALBNK,EQ,340.0,355.0,335.25,352.25,352.0,342.6,158028,54494313.4,22-NOV-2007,
FORTIS,EQ,78.15,78.9,75.1,75.65,75.6,79.05,238425,18200302.85,22-NOV-2007,
GAIL,EQ,423.9,430.5,400.0,423.7,427.5,421.45,2309688,963418851.15,22-NOV-2007,
GLENMARK,EQ,449.0,474.8,430.0,466.4,470.0,447.75,218908,99108003.35,22-NOV-2007,
GODFRYPHLP,EQ,1400.0,1415.0,1368.0,1377.25,1390.0,1400.2,2047,2865627.85,22-NOV-2007,
GODREJCP,EQ,128.5,134.0,128.0,129.05,131.0,127.6,38748,5047370.5,22-NOV-2007,
GRASIM,EQ,3650.0,3724.3,3500.0,3640.6,3660.1,3640.1,46863,170007353.35,22-NOV-2007,
HAVELLS,EQ,622.05,626.9,585.0,596.4,602.0,616.75,50235,30305015.95,22-NOV-2007,
HCLTECH,EQ,290.0,294.0,286.0,290.1,292.0,290.05,288046,83282554.65,22-NOV-2007,
HDFCBANK,EQ,1579.9,1605.0,1551.4,1591.7,1600.0,1580.9,488553,769406292.4,22-NOV-2007,
HINDALCO,EQ,183.0,190.4,180.0,185.2,188.0,184.85,4057291,753498867.7,22-NOV-2007,
HINDPETRO,EQ,273.0,293.0,270.25,286.8,287.75,273.5,1719632,483712644.45,22-NOV-2007,
HINDUNILVR,EQ,200.0,202.9,198.35,201.9,202.1,201.95,1721755,346770403.45,22-NOV-2007,
HINDZINC,EQ,733.65,733.65,701.8,715.3,717.0,733.65,57712,41365862.45,22-NOV-2007,
ICICIBANK,EQ,1110.0,1160.5,1085.25,1145.35,1155.0,1106.45,2657045,2962392421.95,22-NOV-2007,
IDEA,EQ,120.2,122.0,115.1,116.65,117.0,120.2,2388840,280882094.2,22-NOV-2007,
INDHOTEL,EQ,129.55,140.0,129.55,134.8,136.05,137.9,898334,121575222.4,22-NOV-2007,
INDIANB,EQ,160.0,161.0,145.0,151.8,152.9,158.4,641625,97181919.85,22-NOV-2007,
INDUSINDBK,EQ,97.45,99.9,87.0,95.3,97.25,97.8,2918905,273189622.5,22-NOV-2007,
IOC,EQ,525.0,531.7,501.0,515.2,525.0,522.7,732911,378084727.45,22-NOV-2007,
ITC,EQ,185.0,187.9,180.15,185.1,186.2,185.4,5214883,963568390.55,22-NOV-2007,
JINDALSTEL,EQ,10321.35,10740.0,9180.0,10081.7,10700.0,10009.65,162174,1582892091.7,22-NOV-2007,
JSWSTEEL,EQ,916.0,929.0,882.05,905.3,920.0,913.4,415902,373853771.5,22-NOV-2007,
KEI,EQ,81.0,81.0,77.5,79.05,80.4,80.6,51191,4028393.1,22-NOV-2007,
KOTAKBANK,EQ,1085.0,1140.0,1020.05,1118.1,1137.0,1087.25,783290,844022934.0,22-NOV-2007,
LICHSGFIN,EQ,332.0,338.4,306.55,326.75,332.0,324.05,970781,313480817.6,22-NOV-2007,
LT,EQ,4108.0,4150.0,3855.1,3955.6,4035.0,4107.5,1688511,6731437699.65,22-NOV-2007,
LUPIN,EQ,544.1,548.0,531.0,536.65,535.0,542.9,121268,65302094.5,22-NOV-2007,
M&M,EQ,699.75,720.0,685.1,710.7,718.0,698.85,448103,316734928.8,22-NOV-2007,
MARICO,EQ,66.35,67.8,65.75,67.25,67.7,66.35,76731,5117427.6,22-NOV-2007,
MARUTI,EQ,954.25,986.0,940.0,965.25,982.0,954.25,336478,322669194.95,22-NOV-2007,
MOTILALOFS,EQ,1499.0,1515.0,1370.0,1468.8,1505.0,1492.0,20670,30053455.25,22-NOV-2007,
MPHASIS,EQ,271.1,275.0,265.05,268.0,268.0,271.2,60797,16314161.5,22-NOV-2007,
NATIONALUM,EQ,349.0,353.0,331.0,338.75,338.1,349.0,184622,63502370.35,22-NOV-2007,
NAUKRI,EQ,1430.0,1430.0,1310.1,1345.95,1340.0,1358.0,25248,33825798.15,22-NOV-2007,
NTPC,EQ,239.0,242.8,219.55,227.3,230.95,239.4,19055622,4341572378.0,22-NOV-2007,
ONGC,EQ,1181.05,1200.0,1113.1,1148.4,1175.1,1193.6,1545997,1790978455.5,22-NOV-2007,
PAGEIND,EQ,395.0,425.0,382.0,394.0,394.0,397.75,634,253932.6,22-NOV-2007,
PETRONET,EQ,98.0,101.0,86.6,92.45,95.15,98.6,10491848,964272814.9,22-NOV-2007,
PFC,EQ,240.0,243.0,217.85,228.6,233.55,238.5,1451978,331910817.4,22-NOV-2007,
PHOENIXLTD,EQ,1862.0,1969.9,1862.0,1969.4,1969.4,1931.5,2023,3874965.1,22-NOV-2007,
PIDILITIND,EQ,186.0,198.0,181.2,193.8,197.0,191.45,20164,3816966.55,22-NOV-2007,
PNB,EQ,553.05,600.0,540.0,573.7,582.2,553.05,789760,446468338.0,22-NOV-2007,
POWERGRID,EQ,145.2,151.1,135.55,141.7,144.55,146.75,19179109,2711824163.65,22-NOV-2007,
RADICO,EQ,161.4,164.95,150.0,159.35,161.3,163.6,83135,13130656.3,22-NOV-2007,
RELIANCE,EQ,2750.0,2769.7,2665.0,2724.75,2755.0,2709.5,3588610,9733281556.6,22-NOV-2007,
SAIL,EQ,248.9,254.9,236.0,246.6,251.0,247.0,8250640,2017257250.6,22-NOV-2007,
SBIN,EQ,2198.9,2305.0,2124.2,2249.25,2260.0,2156.75,2457145,5441820071.4,22-NOV-2007,
SHREECEM,EQ,1399.0,1399.75,1300.0,1361.0,1330.0,1373.7,34551,47245305.45,22-NOV-2007,
SIEMENS,EQ,1940.0,1980.0,1803.0,1926.5,1940.0,1938.4,172223,328260918.85,22-NOV-2007,
SRF,EQ,162.0,165.0,146.7,152.4,153.75,159.9,1395193,214398126.8,22-NOV-2007,
SUNPHARMA,EQ,1080.0,1110.0,1057.05,1095.7,1100.0,1080.05,158772,173098246.4,22-NOV-2007,
SUPREMEIND,EQ,346.0,350.0,344.0,347.75,346.3,345.2,26629,9221088.8,22-NOV-2007,
SUZLON,EQ,1906.0,1945.0,1775.0,1830.9,1900.0,1910.5,877595,1601572953.55,22-NOV-2007,
TATAELXSI,EQ,242.0,242.0,235.1,238.55,239.45,237.7,12213,2911874.7,22-NOV-2007,
TATAPOWER,EQ,1160.0,1170.0,1080.0,1140.05,1142.0,1156.15,1272990,1420948846.1,22-NOV-2007,
TATASTEEL,EQ,899.9,899.9,784.75,818.05,824.5,825.05,1898299,1537961950.0,22-NOV-2007,
TCS,EQ,969.7,972.0,935.0,950.2,964.9,944.8,647944,615677132.65,22-NOV-2007,
TECHM,EQ,1005.0,1019.9,970.0,974.95,982.7,1001.6,65069,64175874.0,22-NOV-2007,
TITAN,EQ,1457.9,1460.0,1351.15,1423.6,1411.55,1443.55,81141,114219877.55,22-NOV-2007,
TORNTPHARM,EQ,187.0,187.5,179.1,181.35,181.2,185.65,17499,3186133.15,22-NOV-2007,
TRENT,EQ,520.1,536.9,515.0,525.55,528.75,530.6,10722,5601176.6,22-NOV-2007,
TVSMOTOR,EQ,63.0,65.0,58.0,59.95,60.5,62.0,786040,47250605.75,22-NOV-2007,
ULTRACEMCO,EQ,1020.0,1020.0,980.0,987.25,985.3,993.3,82763,82058605.4,22-NOV-2007,
UNIONBANK,EQ,184.0,184.0,165.2,173.35,177.0,179.05,1136331,196288016.4,22-NOV-2007,
VOLTAS,EQ,200.25,209.9,195.65,204.3,205.9,205.7,740787,150264321.7,22-NOV-2007,
