SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,2901.0,3012.7,2780.0,2950.7,3002.0,2848.45,288661,828258720.65,9-MAR-2006,
APOLLOHOSP,EQ,508.1,524.9,508.1,518.0,517.0,517.35,23031,11832654.4,9-MAR-2006,
ASHOKLEY,EQ,40.05,40.9,39.0,39.9,39.95,40.05,6585003,260816503.95,9-MAR-2006,
ASIANPAINT,EQ,654.95,654.95,630.0,647.65,650.0,651.75,40827,26253887.05,9-MAR-2006,
AUROPHARMA,EQ,584.0,584.0,568.0,569.4,569.7,578.8,50444,28818152.9,9-MAR-2006,
BANKBARODA,EQ,222.0,222.8,217.6,220.25,220.85,221.45,489180,107666731.1,9-MAR-2006,
BANKINDIA,EQ,131.9,132.9,127.75,129.1,128.75,131.3,1603151,207423169.65,9-MAR-2006,
BEL,EQ,1244.25,1269.4,1201.5,1248.35,1254.0,1231.3,355162,439304229.25,9-MAR-2006,
BHARATFORG,EQ,454.0,471.4,445.0,460.6,458.0,450.15,2551627,1179215369.5,9-MAR-2006,
BHEL,EQ,2100.0,2110.0,1995.05,2093.1,2102.0,2096.35,560815,1152124152.2,9-MAR-2006,
BIOCON,EQ,456.85,460.0,450.0,452.2,452.0,454.15,29658,13423437.2,9-MAR-2006,
BLUESTARCO,EQ,645.0,667.0,630.0,665.55,664.0,672.95,10277,6680307.2,9-MAR-2006,
BPCL,EQ,422.0,427.0,416.2,418.95,417.05,419.75,188835,79284964.55,9-MAR-2006,
BRITANNIA,EQ,1660.0,1719.95,1649.95,1700.0,1719.95,1656.9,87800,149002218.35,9-MAR-2006,
CANBK,EQ,277.0,283.85,275.65,276.9,275.75,276.3,1264114,352857912.45,9-MAR-2006,
CIPLA,EQ,588.0,591.35,571.2,576.8,574.1,585.15,1747181,1010978053.3,9-MAR-2006,
CONCOR,EQ,1415.0,1415.0,1375.0,1398.9,1390.0,1403.6,6015,8402413.85,9-MAR-2006,
CUMMINSIND,EQ,253.2,257.8,243.5,256.1,257.0,249.25,1798247,454007004.7,9-MAR-2006,
DABUR,EQ,110.0,113.25,110.0,112.85,113.0,111.75,861411,96481570.05,9-MAR-2006,
DIVISLAB,EQ,1709.0,1709.0,1598.0,1662.65,1655.65,1712.8,78806,130020981.5,9-MAR-2006,
DRREDDY,EQ,1309.8,1348.5,1250.2,1332.55,1326.75,1303.65,430978,572050763.85,9-MAR-2006,
EICHERMOT,EQ,257.25,263.0,257.1,261.25,260.45,260.55,16055,4183395.05,9-MAR-2006,
FEDERALBNK,EQ,176.4,180.65,174.5,179.85,180.2,175.65,548303,97898924.0,9-MAR-2006,
GAIL,EQ,269.1,276.4,267.0,272.7,273.0,273.0,767035,208125464.25,9-MAR-2006,
GLENMARK,EQ,318.0,324.8,310.0,323.1,324.5,318.0,88120,28143883.6,9-MAR-2006,
GODFRYPHLP,EQ,1408.95,1409.0,1370.0,1372.5,1375.0,1391.7,879,1217477.45,9-MAR-2006,
GODREJCP,EQ,723.5,723.5,645.0,649.5,650.0,677.8,60629,39549985.0,9-MAR-2006,
GRASIM,EQ,1810.0,1905.0,1751.15,1891.0,1892.0,1811.1,396131,731099396.35,9-MAR-2006,
HAVELLS,EQ,480.1,502.0,465.6,495.55,495.0,475.7,90433,44059575.6,9-MAR-2006,
HCLTECH,EQ,607.7,607.7,587.75,600.85,604.0,606.05,403917,241112245.65,9-MAR-2006,
HDFCBANK,EQ,745.25,759.5,739.0,750.2,759.0,760.05,726598,543817687.9,9-MAR-2006,
HINDPETRO,EQ,321.1,327.7,319.0,322.5,322.5,322.05,98650,31780788.9,9-MAR-2006,
ICICIBANK,EQ,596.0,604.5,580.0,601.75,598.9,591.55,754433,446281184.75,9-MAR-2006,
INDHOTEL,EQ,1300.25,1329.9,1275.0,1302.9,1299.0,1320.95,253032,328860229.35,9-MAR-2006,
INDUSINDBK,EQ,49.6,49.6,48.0,49.05,49.0,48.9,356969,17382818.65,9-MAR-2006,
IOC,EQ,559.0,568.0,557.05,564.75,562.05,561.45,104344,58861166.0,9-MAR-2006,
ITC,EQ,173.85,175.5,169.1,173.15,173.25,173.85,6833461,1176771589.85,9-MAR-2006,
JINDALSTEL,EQ,1789.9,1806.9,1730.05,1798.35,1796.0,1769.45,54149,95919476.4,9-MAR-2006,
JSWSTEEL,EQ,243.1,257.3,237.0,256.15,255.3,243.25,857708,213063454.85,9-MAR-2006,
KOTAKBANK,EQ,230.45,244.9,230.45,242.9,243.9,229.1,741370,177966049.35,9-MAR-2006,
LICHSGFIN,EQ,199.5,200.4,195.75,198.7,198.0,198.5,172972,34279591.25,9-MAR-2006,
LT,EQ,2439.0,2464.8,2382.15,2445.2,2455.0,2439.0,560846,1355434474.55,9-MAR-2006,
LUPIN,EQ,960.0,970.0,922.5,963.45,969.95,934.65,31185,29552313.0,9-MAR-2006,
