SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,1575.0,1575.0,1555.0,1563.2,1555.0,1575.45,20477,32039251.0,5-AUG-2005,
APOLLOHOSP,EQ,386.55,387.45,375.0,377.6,377.0,383.8,100854,38455727.7,5-AUG-2005,
ASHOKLEY,EQ,30.1,30.5,29.2,29.4,29.5,29.95,11385941,338507238.75,5-AUG-2005,
ASIANPAINT,EQ,465.0,465.0,457.15,458.45,458.5,464.75,239018,109945229.5,5-AUG-2005,
AUROPHARMA,EQ,351.05,370.0,351.05,356.85,358.05,352.15,325654,117566147.95,5-AUG-2005,
BANKBARODA,EQ,261.0,274.25,260.0,270.1,270.0,258.55,2096057,564268822.85,5-AUG-2005,
BANKINDIA,EQ,140.9,145.0,139.05,140.75,141.0,140.25,814878,116059532.65,5-AUG-2005,
BEL,EQ,780.15,799.0,775.0,777.0,781.0,788.35,68983,54472655.0,5-AUG-2005,
BHARATFORG,EQ,317.2,319.9,312.2,315.15,316.5,317.0,310244,97936626.15,5-AUG-2005,
BHEL,EQ,1089.8,1097.45,1056.6,1085.85,1089.9,1077.15,432841,467097385.4,5-AUG-2005,
BIOCON,EQ,450.0,450.1,442.0,445.4,445.0,450.85,71858,32135777.2,5-AUG-2005,
BLUESTARCO,EQ,340.0,348.8,337.6,343.0,343.0,341.15,5960,2044604.3,5-AUG-2005,
BPCL,EQ,374.0,383.6,365.2,367.3,366.95,373.6,201754,74629397.85,5-AUG-2005,
BRITANNIA,EQ,1023.0,1055.0,1008.1,1034.2,1035.0,1021.4,21375,22061375.55,5-AUG-2005,
CANBK,EQ,218.6,247.65,218.6,243.0,243.1,239.45,531028,129741712.35,5-AUG-2005,
CIPLA,EQ,338.0,342.0,336.0,340.65,339.2,337.2,405861,138059643.25,5-AUG-2005,
CONCOR,EQ,1085.0,1105.0,1075.25,1097.5,1100.0,1084.3,4118,4472492.05,5-AUG-2005,
CUMMINSIND,EQ,144.55,153.2,144.55,150.1,150.15,145.25,549011,82403184.2,5-AUG-2005,
DABUR,EQ,154.9,154.9,150.05,151.15,151.7,154.05,507766,77298312.25,5-AUG-2005,
DIVISLAB,EQ,1250.1,1274.15,1240.05,1243.3,1240.05,1259.3,36966,46301167.05,5-AUG-2005,
DRREDDY,EQ,849.0,849.0,830.0,831.45,831.5,846.55,48688,40673030.35,5-AUG-2005,
EICHERMOT,EQ,304.75,307.75,302.05,302.45,302.25,301.75,5662,1715481.7,5-AUG-2005,
FEDERALBNK,EQ,187.0,203.5,185.9,200.75,202.2,184.7,1792436,350962664.3,5-AUG-2005,
GAIL,EQ,240.25,245.85,239.1,243.25,243.35,239.5,2189787,532438387.5,5-AUG-2005,
GLENMARK,EQ,302.65,302.65,292.0,294.3,294.0,300.25,90669,26806352.1,5-AUG-2005,
GODFRYPHLP,EQ,764.2,852.95,740.0,831.4,837.0,775.4,4880,4092188.0,5-AUG-2005,
GODREJCP,EQ,444.0,444.0,420.0,433.6,432.0,426.75,24863,10720571.35,5-AUG-2005,
GRASIM,EQ,1215.0,1247.9,1210.1,1241.4,1247.0,1211.5,287128,353199451.2,5-AUG-2005,
HAVELLS,EQ,305.0,318.0,302.0,310.0,309.0,304.35,108108,33644846.0,5-AUG-2005,
HCLTECH,EQ,446.0,447.8,428.55,432.0,433.25,449.25,369067,160445692.15,5-AUG-2005,
HDFCBANK,EQ,686.9,690.0,671.1,674.15,680.0,684.5,227482,153984223.1,5-AUG-2005,
HINDPETRO,EQ,305.8,305.8,302.0,303.6,304.6,304.7,433971,131665073.25,5-AUG-2005,
ICICIBANK,EQ,510.5,521.0,497.05,500.15,501.4,513.3,1071154,545266286.4,5-AUG-2005,
INDHOTEL,EQ,701.0,737.0,701.0,727.85,727.0,700.4,276099,200079049.25,5-AUG-2005,
INDUSINDBK,EQ,74.5,82.0,73.8,81.15,81.55,73.95,4922172,389244172.25,5-AUG-2005,
IOC,EQ,427.2,436.0,427.0,434.15,435.05,433.1,90718,39256065.5,5-AUG-2005,
ITC,EQ,1736.0,1751.9,1721.05,1739.9,1741.0,1736.05,301174,523734817.6,5-AUG-2005,
JINDALSTEL,EQ,1083.0,1123.0,1083.0,1101.9,1100.0,1082.25,35826,39547090.75,5-AUG-2005,
KOTAKBANK,EQ,460.0,487.45,459.6,481.3,484.0,455.8,91407,43568569.15,5-AUG-2005,
LICHSGFIN,EQ,215.1,220.0,215.0,216.55,216.55,215.8,125859,27385709.35,5-AUG-2005,
LT,EQ,1365.0,1370.0,1325.0,1333.95,1331.0,1363.3,252846,339690624.1,5-AUG-2005,
LUPIN,EQ,699.9,718.0,699.9,712.8,715.05,695.4,145923,103484538.8,5-AUG-2005,
M&M,EQ,685.0,696.0,681.9,683.75,683.5,682.85,672582,461484517.05,5-AUG-2005,
MARICO,EQ,287.0,295.8,285.05,286.8,285.6,290.3,5088,1465464.15,5-AUG-2005,
MARUTI,EQ,501.2,512.4,496.5,501.8,502.0,500.65,2246189,1137435467.05,5-AUG-2005,
NATIONALUM,EQ,167.0,168.75,166.0,167.9,168.5,166.7,1045261,175427407.7,5-AUG-2005,
NTPC,EQ,96.25,97.4,95.6,96.5,96.4,96.1,3731690,361536483.35,5-AUG-2005,
ONGC,EQ,975.85,975.85,945.0,950.5,950.0,956.95,1010247,960784275.75,5-AUG-2005,
PETRONET,EQ,49.25,49.9,48.75,48.9,49.0,49.05,1031746,50717517.95,5-AUG-2005,
PIDILITIND,EQ,554.0,565.0,550.0,560.3,565.0,549.75,6340,3525838.65,5-AUG-2005,
PNB,EQ,427.8,436.0,426.55,428.35,428.0,429.45,820031,354385654.25,5-AUG-2005,
RADICO,EQ,445.0,449.4,441.2,445.95,449.4,445.45,33818,15042754.45,5-AUG-2005,
RELIANCE,EQ,730.0,739.9,722.35,725.75,724.7,729.2,8039641,5857358944.2,5-AUG-2005,
SAIL,EQ,56.4,61.0,56.2,60.25,60.25,56.3,49946456,2971173733.6,5-AUG-2005,
SBIN,EQ,809.0,814.7,802.3,805.75,806.0,808.45,1296173,1048524868.0,5-AUG-2005,
