SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,UNNAMED: 13
20MICRONS,EQ,32.95,33.0,31.8,32.1,32.35,32.35,31818,1023762.3,10-DEC-2019,292,INE144J01027,
21STCENMGM,EQ,13.45,13.6,13.45,13.6,13.6,13.45,57,775.05,10-DEC-2019,4,INE253B01015,
3IINFOTECH,EQ,1.95,2.0,1.9,1.95,1.95,2.0,838693,1640812.8,10-DEC-2019,668,INE748C01020,
3MINDIA,EQ,21601.15,21670.0,21100.0,21131.25,21100.0,21631.75,3858,82797881.0,10-DEC-2019,890,INE470A01017,
5PAISA,EQ,187.05,187.05,170.3,171.5,171.95,183.5,11137,1933138.4,10-DEC-2019,495,INE618L01018,
63MOONS,EQ,102.95,104.25,100.35,100.75,100.8,102.8,77034,7868180.0,10-DEC-2019,1956,INE111B01023,
A2ZINFRA,EQ,7.75,8.1,7.45,7.9,7.8,7.8,326305,2512700.25,10-DEC-2019,537,INE619I01012,
AARTIDRUGS,EQ,525.1,525.1,511.0,514.35,511.0,521.9,2493,1289660.7,10-DEC-2019,284,INE767A01016,
AARTIIND,EQ,803.7,807.35,781.05,784.65,784.4,795.65,50465,40144418.15,10-DEC-2019,5069,INE769A01020,
AARVEEDEN,EQ,11.8,12.95,11.55,11.6,11.6,12.35,7631,90652.35,10-DEC-2019,122,INE273D01019,
AAVAS,EQ,1807.0,1850.0,1773.9,1795.85,1800.0,1802.9,57222,104036358.1,10-DEC-2019,10772,INE216P01012,
ABAN,EQ,25.9,25.9,23.95,24.05,24.2,25.1,53244,1293848.65,10-DEC-2019,410,INE421A01028,
ABB,EQ,1452.0,1464.9,1445.05,1450.4,1450.0,1450.15,76238,110572937.0,10-DEC-2019,2919,INE117A01022,
ABBOTINDIA,EQ,12763.05,12994.0,12351.05,12508.05,12580.0,12763.05,7819,99646414.95,10-DEC-2019,2971,INE358A01014,
ABCAPITAL,BE,96.45,97.4,91.6,91.95,91.9,96.35,1026760,95773487.15,10-DEC-2019,7041,INE674K01013,
ABFRL,EQ,224.35,227.8,223.3,224.9,224.4,225.4,406925,91494719.2,10-DEC-2019,5004,INE647O01011,
ABSLBANETF,EQ,313.84,313.84,309.78,309.78,309.78,316.15,3,936.32,10-DEC-2019,3,INF209KB1O58,
ABSLNN50ET,EQ,279.0,283.0,279.0,280.0,280.0,279.59,3,842.0,10-DEC-2019,3,INF209KB1B87,
ACC,EQ,1475.0,1478.7,1432.4,1436.35,1435.9,1473.85,544440,792268080.9,10-DEC-2019,18052,INE012A01025,
ACCELYA,EQ,949.05,954.45,942.55,949.5,950.0,950.1,33342,31682426.5,10-DEC-2019,421,INE793A01012,
ACE,EQ,71.05,72.8,69.15,69.6,69.35,70.45,70305,4954114.65,10-DEC-2019,1229,INE731H01025,
ADANIENT,EQ,207.45,208.2,203.3,204.2,203.35,207.45,2139886,439587492.1,10-DEC-2019,12408,INE423A01024,
ADANIGAS,EQ,151.2,157.65,151.2,153.3,154.0,150.7,1686674,261438109.9,10-DEC-2019,15443,INE399L01023,
ADANIGREEN,EQ,124.35,129.0,123.65,126.9,126.8,124.65,1078100,137047164.9,10-DEC-2019,10567,INE364U01010,
ADANIPORTS,EQ,373.9,375.85,366.05,366.9,366.7,373.6,2108098,782969575.8,10-DEC-2019,34618,INE742F01042,
ADANIPOWER,EQ,60.5,60.85,58.45,59.15,59.1,60.0,4957016,295895863.05,10-DEC-2019,16029,INE814H01011,
ADANITRANS,EQ,334.0,342.1,329.4,336.7,336.95,331.7,710195,238999415.15,10-DEC-2019,12656,INE931S01010,
ADFFOODS,EQ,307.95,307.95,301.0,302.3,302.0,306.85,10423,3158937.65,10-DEC-2019,446,INE982B01019,
ADHUNIKIND,EQ,51.0,51.0,51.0,51.0,51.0,53.65,2989,152439.0,10-DEC-2019,47,INE452L01012,
ADLABS,BE,3.35,3.65,3.35,3.35,3.35,3.5,106100,359224.4,10-DEC-2019,176,INE172N01012,
ADORWELD,EQ,295.05,296.05,286.0,287.45,286.1,295.1,3478,1012023.85,10-DEC-2019,327,INE045A01017,
ADROITINFO,BE,8.45,8.45,8.45,8.45,8.45,8.85,232,1960.4,10-DEC-2019,10,INE737B01033,
ADSL,BE,21.75,22.2,20.75,22.2,22.2,21.15,146325,3184082.35,10-DEC-2019,288,INE102I01027,
ADVANIHOTR,EQ,55.05,55.05,54.0,54.15,54.15,54.45,591,32203.25,10-DEC-2019,21,INE199C01026,
ADVENZYMES,EQ,159.8,159.8,155.45,155.7,155.6,159.8,48312,7588384.4,10-DEC-2019,2610,INE837H01020,
AEGISCHEM,EQ,187.85,191.0,187.35,190.05,190.45,189.0,146064,27683808.05,10-DEC-2019,6601,INE208C01025,
AFFLE,EQ,1407.95,1423.2,1304.35,1341.2,1368.0,1404.15,140263,191116387.35,10-DEC-2019,15202,INE00WC01019,
AGARIND,EQ,92.5,93.85,91.0,91.0,91.0,92.75,3419,316072.45,10-DEC-2019,52,INE204E01012,
AGCNET,EQ,123.0,128.0,123.0,125.0,125.0,123.0,2069,260133.85,10-DEC-2019,51,INE676A01019,
AGRITECH,EQ,44.0,44.0,42.1,42.5,42.5,43.1,2577,110527.25,10-DEC-2019,90,INE449G01018,
AGROPHOS,EQ,140.3,141.2,140.25,141.1,141.15,140.15,1846610,259843568.25,10-DEC-2019,6772,INE740V01019,
AHLEAST,EQ,172.0,179.4,172.0,174.2,174.1,174.75,160,28035.05,10-DEC-2019,39,INE926K01017,
AHLUCONT,EQ,271.4,278.0,271.4,273.2,274.8,271.8,3500,959053.9,10-DEC-2019,240,INE758C01029,
AHLWEST,EQ,368.0,369.0,353.05,356.25,356.0,359.05,253,90490.05,10-DEC-2019,71,INE915K01010,
AIAENG,EQ,1605.0,1638.0,1605.0,1627.95,1630.0,1615.1,27473,44532973.5,10-DEC-2019,1362,INE212H01026,
AIONJSW,EQ,9.95,9.95,9.35,9.45,9.6,9.65,29171,278730.05,10-DEC-2019,101,INE743C01021,
AIRAN,EQ,11.3,11.35,10.05,11.35,11.35,10.35,36013,406418.85,10-DEC-2019,90,INE645W01026,
AJANTPHARM,EQ,990.0,999.9,975.1,978.6,977.0,989.4,18334,17998126.8,10-DEC-2019,1977,INE031B01049,
AJMERA,EQ,116.35,116.4,111.05,111.85,111.85,116.35,16152,1835105.6,10-DEC-2019,625,INE298G01027,
AKASH,EQ,62.5,62.5,62.5,62.5,62.5,62.0,80,5000.0,10-DEC-2019,1,INE737W01013,
AKSHARCHEM,EQ,194.8,194.8,179.0,180.25,179.95,187.25,121815,21940339.7,10-DEC-2019,617,INE542B01011,
AKSHOPTFBR,EQ,6.35,6.35,6.0,6.25,6.3,6.25,138400,862112.15,10-DEC-2019,307,INE523B01011,
AKZOINDIA,EQ,1939.0,1959.0,1905.0,1944.7,1930.0,1926.7,9145,17635130.3,10-DEC-2019,1925,INE133A01011,
ALANKIT,EQ,11.1,11.5,11.1,11.2,11.2,11.25,12455,140661.55,10-DEC-2019,128,INE914E01040,
ALBERTDAVD,EQ,403.9,409.75,389.0,401.45,400.2,404.7,4374,1760936.3,10-DEC-2019,465,INE155C01010,
ALBK,EQ,21.55,21.7,20.3,20.45,20.55,21.55,2301019,47856203.1,10-DEC-2019,10212,INE428A01015,
ALCHEM,BE,0.8,0.8,0.75,0.75,0.8,0.8,7200,5411.6,10-DEC-2019,20,INE964B01033,
ALEMBICLTD,EQ,50.25,51.0,49.0,49.2,49.1,50.15,78160,3896901.0,10-DEC-2019,2112,INE426A01027,
ALICON,EQ,363.0,377.25,360.1,364.15,360.1,363.9,1661,611478.8,10-DEC-2019,276,INE062D01024,
ALKALI,EQ,38.7,38.7,37.35,37.8,38.0,37.2,885,33531.25,10-DEC-2019,35,INE773I01017,
ALKEM,EQ,2096.0,2100.0,2080.0,2085.85,2086.25,2087.4,41566,86823195.8,10-DEC-2019,2589,INE540L01014,
ALKYLAMINE,EQ,1047.95,1047.95,1000.1,1016.25,1020.0,1032.95,15476,15794163.45,10-DEC-2019,1335,INE150B01021,
ALLCARGO,EQ,97.85,98.4,96.5,97.3,97.1,97.85,128945,12567791.8,10-DEC-2019,2160,INE418H01029,
ALLSEC,EQ,277.25,277.25,272.6,274.55,276.0,272.4,2312,632840.0,10-DEC-2019,256,INE835G01018,
ALOKTEXT,BE,3.35,3.45,3.15,3.15,3.2,3.3,5310433,17579327.15,10-DEC-2019,2964,INE270A01011,
ALPA,EQ,14.9,15.6,14.7,14.85,14.85,14.65,11352,171099.2,10-DEC-2019,96,INE385I01010,
ALPHAGEO,EQ,172.6,189.25,168.0,168.6,168.0,172.15,9395,1607649.2,10-DEC-2019,417,INE137C01018,
ALPSINDUS,BE,1.5,1.55,1.5,1.55,1.55,1.5,1344,2083.15,10-DEC-2019,7,INE093B01015,
AMARAJABAT,EQ,731.1,738.0,726.75,729.85,728.0,732.1,186479,136243015.7,10-DEC-2019,11088,INE885A01032,
AMBER,EQ,1039.95,1049.55,1002.8,1021.1,1029.0,1040.15,58965,60867608.5,10-DEC-2019,3547,INE371P01015,
AMBIKCO,EQ,850.05,854.65,835.0,839.95,840.0,849.85,2740,2314357.25,10-DEC-2019,319,INE540G01014,
AMBUJACEM,EQ,199.9,200.35,195.3,195.85,195.6,199.7,1652751,325071272.7,10-DEC-2019,16220,INE079A01024,
AMDIND,EQ,15.9,16.4,15.5,15.6,15.6,16.55,3658,57384.25,10-DEC-2019,85,INE005I01014,
AMJLAND,EQ,18.8,19.25,18.8,19.05,19.05,19.1,1861,35281.8,10-DEC-2019,21,INE606A01024,
AMRUTANJAN,EQ,478.0,478.0,446.25,454.95,455.0,474.15,38063,17530836.15,10-DEC-2019,3094,INE098F01031,
ANANTRAJ,EQ,33.45,33.5,32.0,32.15,32.05,33.4,234968,7668497.0,10-DEC-2019,3298,INE242C01024,
ANDHRABANK,EQ,17.55,17.7,17.25,17.3,17.25,17.55,378516,6623630.2,10-DEC-2019,1655,INE434A01013,
ANDHRACEMT,EQ,2.2,2.25,2.15,2.2,2.25,2.25,36815,81112.1,10-DEC-2019,68,INE666E01012,
ANDHRSUGAR,EQ,277.85,279.75,275.5,277.95,278.0,278.55,19244,5349482.5,10-DEC-2019,610,INE715B01013,
ANIKINDS,EQ,8.7,8.7,8.3,8.3,8.3,8.7,1546,12836.1,10-DEC-2019,10,INE087B01017,
ANKITMETAL,BE,0.75,0.75,0.75,0.75,0.75,0.8,5916,4437.0,10-DEC-2019,21,INE106I01010,
ANSALAPI,EQ,4.7,4.85,4.6,4.65,4.65,4.8,13043,61343.55,10-DEC-2019,44,INE436A01026,
ANSALHSG,BE,5.2,5.3,5.1,5.1,5.15,5.35,27746,143218.7,10-DEC-2019,91,INE880B01015,
ANTGRAPHIC,BE,0.55,0.6,0.55,0.6,0.6,0.6,13722,7787.25,10-DEC-2019,13,INE414B01021,
ANUP,EQ,426.15,442.7,420.1,423.35,426.0,431.1,16236,6987232.95,10-DEC-2019,824,INE294Z01018,
APARINDS,EQ,420.25,423.0,401.5,406.1,407.3,420.6,15601,6344777.2,10-DEC-2019,1300,INE372A01015,
APCL,EQ,142.55,145.95,138.6,139.95,140.0,144.55,1556,220362.4,10-DEC-2019,85,INE071F01012,
APCOTEXIND,EQ,160.7,162.2,155.8,156.65,156.1,160.4,17183,2721541.65,10-DEC-2019,789,INE116A01032,
