SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,1580.6,1599.0,1520.0,1553.25,1578.0,1573.25,274054,428643800.35,29-NOV-2007,
ADANIENT,EQ,786.0,798.0,785.0,790.4,790.0,782.4,162223,128473009.2,29-NOV-2007,
AMBUJACEM,EQ,152.0,152.0,150.05,151.35,151.4,150.6,3336687,504122157.85,29-NOV-2007,
APOLLOHOSP,EQ,460.0,500.0,460.0,481.05,483.95,487.35,11415,5554023.25,29-NOV-2007,
ASHOKLEY,EQ,45.45,46.1,43.25,43.6,43.65,44.2,16336920,727062287.0,29-NOV-2007,
ASIANPAINT,EQ,1010.0,1010.0,954.0,998.1,1000.0,1006.45,153418,152694669.35,29-NOV-2007,
ASTRAL,EQ,141.85,146.0,137.0,141.0,141.0,135.65,17387,2446918.65,29-NOV-2007,
AUROPHARMA,EQ,498.0,500.0,486.0,488.7,487.1,489.4,119924,58801578.05,29-NOV-2007,
AXISBANK,EQ,924.9,936.9,908.0,918.85,934.4,905.7,669531,615683246.05,29-NOV-2007,
BANKBARODA,EQ,369.7,369.7,345.25,353.35,356.0,362.75,322961,115583802.7,29-NOV-2007,
BANKINDIA,EQ,343.0,347.0,325.0,329.25,330.0,337.25,1190955,400876399.3,29-NOV-2007,
BEL,EQ,1838.4,1838.6,1750.0,1793.9,1800.0,1807.85,164124,295263091.2,29-NOV-2007,
BHARATFORG,EQ,372.0,372.0,312.0,315.5,315.05,326.15,997593,320687128.5,29-NOV-2007,
BHARTIARTL,EQ,925.0,930.0,898.15,914.75,916.4,910.05,4354946,3974003049.95,29-NOV-2007,
BHEL,EQ,2780.55,2799.0,2550.0,2665.9,2719.7,2725.3,1340810,3616550153.05,29-NOV-2007,
BIOCON,EQ,586.0,586.0,525.0,533.3,531.0,551.5,313950,169539989.85,29-NOV-2007,
BLUESTARCO,EQ,433.0,446.85,433.0,439.9,439.0,435.1,20343,8967300.75,29-NOV-2007,
BPCL,EQ,398.0,405.0,375.0,382.3,378.0,384.5,870210,337290573.1,29-NOV-2007,
BRITANNIA,EQ,1486.05,1514.95,1486.05,1493.35,1499.9,1482.9,393,588768.6,29-NOV-2007,
CANBK,EQ,271.0,275.0,265.5,267.95,269.0,268.05,417898,112487875.8,29-NOV-2007,
CIPLA,EQ,185.9,185.9,180.5,182.0,182.5,182.85,2138170,389884782.15,29-NOV-2007,
CONCOR,EQ,1790.0,1790.0,1755.0,1773.25,1766.0,1750.0,3598,6393307.35,29-NOV-2007,
CUMMINSIND,EQ,415.0,429.95,404.0,409.1,410.5,412.4,514186,213389679.55,29-NOV-2007,
DABUR,EQ,111.0,117.9,106.6,109.25,106.9,110.6,2491232,278423039.1,29-NOV-2007,
DIVISLAB,EQ,1642.0,1658.0,1551.2,1577.45,1574.0,1616.7,231688,369557346.15,29-NOV-2007,
DLF,EQ,887.0,919.0,874.15,880.65,884.5,882.0,1954162,1738143465.5,29-NOV-2007,
DRREDDY,EQ,601.0,621.0,601.0,615.9,610.0,613.6,409879,251824705.7,29-NOV-2007,
EICHERMOT,EQ,453.0,456.0,423.1,426.7,425.0,437.7,15659,6790094.75,29-NOV-2007,
FEDERALBNK,EQ,320.0,331.9,304.2,309.25,310.0,312.25,589726,184433402.65,29-NOV-2007,
FORTIS,EQ,82.05,82.4,78.5,79.2,78.5,81.4,141176,11315652.9,29-NOV-2007,
GAIL,EQ,431.25,434.0,406.3,417.75,416.0,425.5,4544173,1911012432.4,29-NOV-2007,
GLENMARK,EQ,454.0,469.0,449.9,460.6,465.0,448.85,173110,79569712.75,29-NOV-2007,
GODFRYPHLP,EQ,1560.0,1569.95,1480.25,1496.9,1486.0,1542.8,3616,5506403.7,29-NOV-2007,
GODREJCP,EQ,124.5,131.45,123.35,125.15,124.0,122.25,83892,10636407.7,29-NOV-2007,
GRASIM,EQ,3779.75,3799.5,3600.0,3680.6,3700.0,3708.5,213206,788169536.6,29-NOV-2007,
HAVELLS,EQ,635.0,635.9,600.0,605.65,604.0,618.15,118258,71914006.1,29-NOV-2007,
HCLTECH,EQ,305.15,320.0,300.9,314.0,312.0,305.15,1571676,491115726.55,29-NOV-2007,
HDFCBANK,EQ,1628.8,1710.0,1628.8,1674.4,1660.05,1606.35,1043514,1752033761.7,29-NOV-2007,
HINDALCO,EQ,185.55,189.45,178.0,180.2,181.1,184.4,7264442,1328882281.05,29-NOV-2007,
