SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 04-Aug-2025,1052.5,1050.0,1062.2,1039.9,1061.0,1052.0,1050.19,572079,6007.94,28305, 307120, 53.68
ABB, EQ, 04-Aug-2025,5387.5,5310.0,5364.0,5014.5,5100.0,5092.5,5137.21,1957165,100543.59,170223, 707749, 36.16
ABCAPITAL, EQ, 04-Aug-2025,251.45,251.5,280.95,251.5,279.8,278.45,271.71,31881799,86626.81,133490, 10315774, 32.36
ADANIENSOL, EQ, 04-Aug-2025,793.05,796.95,803.2,793.05,802.6,799.55,798.33,909667,7262.18,27455, 490792, 53.95
ADANIENT, EQ, 04-Aug-2025,2350.9,2360.0,2374.7,2338.2,2364.7,2363.6,2358.52,576426,13595.15,35680, 174046, 30.19
ADANIGREEN, EQ, 04-Aug-2025,972.6,980.0,997.0,971.65,993.0,989.8,983.29,1280378,12589.84,32733, 286071, 22.34
ADANIPORTS, EQ, 04-Aug-2025,1347.1,1349.8,1397.0,1345.2,1395.0,1388.9,1374.61,1368323,18809.15,60888, 530391, 38.76
ADANIPOWER, EQ, 04-Aug-2025,567.0,567.0,587.7,564.15,582.0,584.0,576.53,2735010,15768.13,48062, 907034, 33.16
ALKEM, EQ, 04-Aug-2025,4899.0,4868.5,4920.5,4825.5,4900.5,4902.5,4870.1,49397,2405.68,10126, 22127, 44.79
AMBER, EQ, 04-Aug-2025,7871.0,7913.5,8048.5,7825.0,7955.0,7960.0,7942.85,304230,24164.52,48150, 102249, 33.61
AMBUJACEM, EQ, 04-Aug-2025,607.95,609.75,615.0,603.7,604.8,605.25,607.8,1664433,10116.47,40641, 716060, 43.02
ANGELONE, EQ, 04-Aug-2025,2569.8,2578.0,2634.9,2558.7,2631.8,2627.6,2603.88,422722,11007.16,35401, 96692, 22.87
