SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,UNNAMED: 13
ABB,EQ,1459.0,1493.0,1452.55,1464.75,1465.0,1442.35,126878,186645772.0,20-SEP-2017,9832,INE117A01022,
ABCAPITAL,EQ,199.0,200.2,195.0,195.4,195.3,198.65,2925035,575526922.1,20-SEP-2017,38345,INE674K01013,
ADANIENT,EQ,131.75,131.75,129.1,129.4,129.35,131.0,2458718,319905832.05,20-SEP-2017,11036,INE423A01024,
ADANIPORTS,EQ,408.1,412.85,406.05,409.7,410.5,406.9,5238339,2142142923.1,20-SEP-2017,42881,INE742F01042,
ADANIPOWER,EQ,32.25,33.15,32.05,32.35,32.2,31.7,19354675,629300804.15,20-SEP-2017,24559,INE814H01011,
ALKEM,EQ,1779.95,1795.0,1750.0,1753.0,1754.7,1777.35,52845,93271861.3,20-SEP-2017,4393,INE540L01014,
AMBUJACEM,EQ,286.0,286.0,278.35,279.9,279.05,285.1,2413483,677200326.5,20-SEP-2017,33889,INE079A01024,
APLAPOLLO,EQ,1852.0,1895.0,1821.0,1834.05,1830.0,1840.75,15526,28828457.65,20-SEP-2017,2025,INE702C01019,
APOLLOHOSP,EQ,1060.0,1071.7,1057.15,1066.4,1064.5,1057.35,233776,249072982.15,20-SEP-2017,18987,INE437A01024,
ASHOKLEY,EQ,118.35,120.2,118.35,119.35,119.55,118.15,8463597,1012406682.35,20-SEP-2017,32865,INE208A01029,
ASIANPAINT,EQ,1256.5,1256.9,1235.0,1237.3,1238.2,1253.3,473176,586938698.55,20-SEP-2017,16776,INE021A01026,
ASTRAL,EQ,746.0,746.0,735.0,738.15,736.9,741.25,13323,9871157.3,20-SEP-2017,2517,INE006I01046,
AUBANK,EQ,556.8,558.0,546.35,549.9,547.5,553.05,607148,334781160.15,20-SEP-2017,7462,INE949L01017,
AUROPHARMA,EQ,750.0,754.95,737.95,745.55,746.0,748.95,1661421,1242367382.65,20-SEP-2017,36861,INE406A01037,
AXISBANK,EQ,516.75,522.5,516.75,519.45,519.4,520.75,8297561,4311950124.2,20-SEP-2017,51653,INE238A01034,
BAJAJ-AUTO,EQ,3115.0,3119.7,3084.2,3090.55,3093.0,3115.45,179312,554904868.1,20-SEP-2017,14053,INE917I01010,
BAJAJFINSV,EQ,5670.0,5675.0,5587.95,5602.9,5607.0,5651.25,126778,713281165.55,20-SEP-2017,11095,INE918I01018,
BAJAJHLDNG,EQ,2885.0,2900.05,2795.0,2805.75,2806.85,2853.15,16307,46291949.1,20-SEP-2017,2948,INE118A01012,
BAJFINANCE,EQ,1918.8,1918.85,1900.0,1904.9,1904.5,1911.8,377551,720198208.9,20-SEP-2017,20822,INE296A01024,
BANKBARODA,EQ,144.3,151.0,143.8,148.35,148.1,144.55,15549320,2296583778.3,20-SEP-2017,73752,INE028A01039,
BANKINDIA,EQ,155.0,157.8,153.9,156.4,155.7,154.85,2260287,352270916.95,20-SEP-2017,19150,INE084A01016,
BEL,EQ,192.0,192.7,190.1,191.45,191.3,190.85,1115099,213374432.85,20-SEP-2017,8231,INE263A01024,
BHARATFORG,EQ,1267.95,1276.0,1257.5,1266.05,1270.0,1267.1,746282,946254576.1,20-SEP-2017,17473,INE465A01025,
BHARTIARTL,EQ,371.0,398.9,371.0,396.85,396.95,394.8,10616328,4154686515.35,20-SEP-2017,107282,INE397D01024,
BHEL,EQ,135.0,135.5,133.05,133.45,133.2,134.4,3874636,519681102.7,20-SEP-2017,26395,INE257A01026,
BIOCON,EQ,361.5,361.5,352.4,354.75,354.0,359.2,1069573,380414535.9,20-SEP-2017,19946,INE376G01013,
BLUESTARCO,EQ,781.95,790.0,781.95,785.45,782.9,783.5,32759,25743361.3,20-SEP-2017,1466,INE472A01039,
BOSCHLTD,EQ,21921.0,21921.0,21745.0,21823.4,21785.0,21851.05,7204,157093251.55,20-SEP-2017,2855,INE323A01026,
BPCL,EQ,507.0,507.0,492.5,494.3,494.5,506.9,6309697,3124807856.15,20-SEP-2017,100716,INE029A01011,
BRITANNIA,EQ,4370.0,4386.95,4341.25,4351.05,4358.0,4370.2,47068,205146233.55,20-SEP-2017,7872,INE216A01022,
BSE,EQ,1018.75,1039.0,1015.0,1017.55,1016.5,1018.75,78103,80092952.75,20-SEP-2017,3648,INE118H01025,
CANBK,EQ,343.0,347.3,339.65,344.6,344.5,342.65,2058414,706366936.1,20-SEP-2017,20031,INE476A01014,
CDSL,EQ,372.9,398.45,371.0,386.55,386.55,370.6,7712216,2983847823.15,20-SEP-2017,86636,INE736A01011,
CGPOWER,EQ,82.5,83.5,80.85,81.15,81.15,81.9,5475324,447968799.4,20-SEP-2017,18564,INE067A01029,
CHOLAFIN,EQ,1170.0,1179.7,1156.4,1171.95,1173.0,1165.25,134142,156376571.7,20-SEP-2017,5640,INE121A01016,
CIPLA,EQ,572.5,573.8,565.2,569.7,568.2,573.4,759531,432879652.5,20-SEP-2017,20169,INE059A01026,
COALINDIA,EQ,258.55,258.7,253.2,256.55,256.85,258.55,3310089,845691949.9,20-SEP-2017,38152,INE522F01014,
COCHINSHIP,EQ,546.0,554.85,545.0,545.55,545.2,545.25,348093,191107407.5,20-SEP-2017,6903,INE704P01017,
COLPAL,EQ,1145.65,1152.25,1133.3,1137.15,1139.0,1144.05,106991,122334309.2,20-SEP-2017,5157,INE259A01022,
CONCOR,EQ,1357.4,1373.85,1357.2,1365.65,1367.0,1354.4,205402,280567197.75,20-SEP-2017,15300,INE111A01017,
CROMPTON,EQ,219.9,225.7,218.0,222.55,221.9,218.95,540532,119760649.9,20-SEP-2017,16118,INE299U01018,
CUMMINSIND,EQ,933.4,940.15,922.0,926.95,922.05,933.4,152886,142615765.0,20-SEP-2017,8432,INE298A01020,
DABUR,EQ,316.8,318.5,313.5,314.7,314.25,314.55,928207,293032962.5,20-SEP-2017,12359,INE016A01026,
DIVISLAB,EQ,874.0,948.9,865.6,942.8,945.2,863.25,18987654,17322790193.3,20-SEP-2017,339982,INE361B01024,
DIXON,EQ,2888.0,2888.0,2752.85,2806.85,2801.5,2892.5,502724,1413566060.3,20-SEP-2017,34295,INE935N01012,
DLF,EQ,191.0,191.9,189.1,189.75,189.5,190.7,4266689,812407908.35,20-SEP-2017,22452,INE271C01023,
DMART,EQ,1080.5,1094.0,1070.4,1084.75,1084.5,1077.55,342872,371093473.35,20-SEP-2017,16762,INE192R01011,
DRREDDY,EQ,2250.0,2329.0,2240.0,2314.7,2325.0,2241.55,1333098,3062510544.7,20-SEP-2017,68935,INE089A01023,
EICHERMOT,EQ,32451.5,32644.95,32300.0,32443.5,32420.0,32403.95,17987,583450869.6,20-SEP-2017,8466,INE066A01013,
FEDERALBNK,EQ,120.0,121.15,117.85,120.25,120.0,119.1,11271822,1346315231.9,20-SEP-2017,41474,INE171A01029,
FORTIS,EQ,154.3,155.85,151.8,153.55,153.75,153.55,2082872,320675210.7,20-SEP-2017,13819,INE061F01013,
GAIL,EQ,423.65,426.35,415.5,417.3,417.15,420.85,6319527,2663184094.05,20-SEP-2017,53905,INE129A01019,
GLENMARK,EQ,617.6,620.0,608.9,610.2,610.9,615.15,727106,445592065.9,20-SEP-2017,19657,INE935A01035,
GODFRYPHLP,EQ,1061.0,1073.3,1048.0,1051.15,1051.2,1059.9,86456,91513428.75,20-SEP-2017,3192,INE260B01028,
GODREJCP,EQ,957.05,959.5,941.0,948.7,941.0,955.95,400788,380732350.9,20-SEP-2017,22327,INE102D01028,
GODREJPROP,EQ,616.4,620.45,605.65,609.45,612.8,610.1,124006,76084296.85,20-SEP-2017,5200,INE484J01027,
GRASIM,EQ,1218.0,1233.75,1213.7,1221.35,1221.35,1220.85,549621,673580312.25,20-SEP-2017,37253,INE047A01021,
HAVELLS,EQ,514.7,519.9,511.5,515.3,514.6,510.1,1337258,690139934.6,20-SEP-2017,36768,INE176B01034,
HCLTECH,EQ,895.0,896.65,885.0,889.45,890.0,893.65,896483,797700565.3,20-SEP-2017,30217,INE860A01027,
HDFCBANK,EQ,1848.0,1861.45,1845.25,1848.85,1850.0,1849.7,861532,1593967559.2,20-SEP-2017,26905,INE040A01026,
HEROMOTOCO,EQ,3939.85,3958.3,3845.0,3856.05,3850.0,3944.25,515833,1999171918.3,20-SEP-2017,53726,INE158A01026,
HINDALCO,EQ,247.4,248.95,241.8,244.1,244.1,246.5,9917420,2433007516.9,20-SEP-2017,60132,INE038A01020,
HINDPETRO,EQ,462.6,462.6,448.55,452.0,453.3,461.3,2703652,1226830515.4,20-SEP-2017,59452,INE094A01015,
HINDUNILVR,EQ,1280.0,1281.35,1255.1,1259.35,1257.55,1279.3,1179496,1489241701.7,20-SEP-2017,51488,INE030A01027,
HINDZINC,EQ,307.1,309.8,304.0,304.85,305.0,308.4,1014206,311006971.0,20-SEP-2017,15953,INE267A01025,
ICICIBANK,EQ,292.0,292.85,289.6,290.55,290.0,294.65,14617079,4257308700.5,20-SEP-2017,98867,INE090A01021,
ICICIPRULI,EQ,427.95,428.3,402.25,412.1,408.0,424.1,1712070,716568399.55,20-SEP-2017,43513,INE726G01019,
IDEA,EQ,77.0,81.4,77.0,80.15,80.1,83.2,26020707,2077435036.75,20-SEP-2017,66001,INE669E01016,
INDHOTEL,EQ,115.8,119.7,114.65,115.1,114.9,114.65,885028,103678621.0,20-SEP-2017,7373,INE053A01029,
INDIANB,EQ,285.5,287.8,280.9,283.75,283.9,285.1,531418,151579297.55,20-SEP-2017,11259,INE562A01011,
INDIGO,EQ,1159.95,1159.95,1128.35,1131.85,1134.0,1148.8,1131500,1290803343.7,20-SEP-2017,14429,INE646L01027,
INDUSINDBK,EQ,1745.0,1756.5,1722.65,1726.4,1726.15,1746.45,1195102,2068345258.05,20-SEP-2017,46313,INE095A01012,
INFY,EQ,917.0,917.0,907.45,912.7,913.3,912.25,2883915,2627153267.8,20-SEP-2017,46614,INE009A01021,
INOXWIND,EQ,120.0,121.15,119.0,119.35,119.45,120.05,133941,16050308.05,20-SEP-2017,2598,INE066P01011,
IOC,EQ,418.8,419.45,412.0,413.95,414.2,418.3,2328980,967466583.1,20-SEP-2017,34629,INE242A01010,
ITC,EQ,269.4,272.0,267.75,271.55,271.7,267.85,9604767,2600245464.25,20-SEP-2017,120409,INE154A01025,
JINDALSTEL,EQ,152.0,154.7,151.25,152.85,152.5,151.9,5884373,901282884.1,20-SEP-2017,28617,INE749A01030,
