SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,UNNAMED: 13
20MICRONS,EQ,25.75,26.9,25.5,25.8,26.05,25.4,11277,290754.85,26-AUG-2015,91,INE144J01027,
3IINFOTECH,EQ,3.05,3.15,3.0,3.05,3.05,3.05,1513418,4647535.35,26-AUG-2015,760,INE748C01020,
3MINDIA,EQ,10697.95,10697.95,10117.65,10318.0,10379.85,10608.4,1630,16937209.05,26-AUG-2015,631,INE470A01017,
8KMILES,EQ,960.0,1157.6,911.0,1157.6,1157.6,964.7,153532,168110386.05,26-AUG-2015,9235,INE650K01013,
A2ZINFRA,EQ,22.35,23.4,21.6,22.45,21.7,23.15,213058,4799863.2,26-AUG-2015,1478,INE619I01012,
AARTIDRUGS,EQ,559.95,573.95,526.8,565.4,566.0,547.85,40848,22840763.95,26-AUG-2015,2122,INE767A01016,
AARTIIND,EQ,415.2,425.0,413.7,415.95,416.0,420.1,38837,16283059.95,26-AUG-2015,3664,INE769A01020,
AARVEEDEN,EQ,53.45,57.2,53.2,54.25,53.2,55.0,14240,774523.85,26-AUG-2015,168,INE273D01019,
ABAN,EQ,241.7,246.4,230.25,234.0,232.5,234.4,1167548,278491337.75,26-AUG-2015,25071,INE421A01028,
ABB,EQ,1195.0,1199.0,1175.15,1190.05,1190.0,1194.75,25738,30565707.35,26-AUG-2015,2341,INE117A01022,
ABBOTINDIA,EQ,4550.0,4724.95,4544.9,4652.0,4650.0,4661.15,3988,18495240.7,26-AUG-2015,856,INE358A01014,
ABCIL,EQ,213.0,213.0,207.5,208.15,207.5,211.65,11511,2422902.05,26-AUG-2015,67,INE605B01016,
ABGSHIP,EQ,134.4,134.85,127.1,133.55,133.1,133.5,91931,12174638.0,26-AUG-2015,1364,INE067H01016,
ABIRLANUVO,EQ,2045.0,2089.45,1972.7,1988.85,1982.0,2063.25,251964,513108376.55,26-AUG-2015,21516,INE069A01017,
ACC,EQ,1362.15,1382.7,1352.05,1360.4,1361.0,1362.1,345303,469794738.8,26-AUG-2015,21090,INE012A01025,
ACCELYA,EQ,1008.0,1030.0,960.0,1015.55,1012.0,981.45,17521,17567471.9,26-AUG-2015,896,INE793A01012,
ACE,EQ,37.5,42.05,35.65,39.2,40.5,38.0,594134,22763766.6,26-AUG-2015,2569,INE731H01025,
ACROPETAL,EQ,2.8,3.0,2.75,3.0,3.0,2.85,11634,32949.35,26-AUG-2015,20,INE055L01013,
ADANIENT,EQ,72.75,73.9,69.7,72.0,71.8,72.55,4224850,306766766.5,26-AUG-2015,19595,INE423A01024,
ADANIPORTS,EQ,344.0,355.25,336.25,347.85,348.2,344.8,4493391,1565585567.95,26-AUG-2015,70735,INE742F01042,
ADANIPOWER,EQ,21.5,22.2,20.2,21.75,22.1,21.4,6254397,135031601.75,26-AUG-2015,13521,INE814H01011,
ADANITRANS,EQ,32.8,33.5,31.2,32.55,33.0,32.85,833673,26725425.9,26-AUG-2015,7831,INE931S01010,
ADFFOODS,EQ,67.9,71.5,66.3,69.5,69.5,66.95,39726,2726550.85,26-AUG-2015,463,INE982B01019,
ADHUNIK,EQ,15.5,16.35,15.3,16.05,16.25,15.7,44843,715391.55,26-AUG-2015,742,INE400H01019,
ADI,EQ,199.95,200.0,193.5,198.4,199.75,199.85,2958,582782.2,26-AUG-2015,198,INE959A01019,
ADLABS,EQ,122.9,129.7,120.2,122.35,121.85,121.9,38428,4778239.7,26-AUG-2015,2613,INE172N01012,
ADORWELD,EQ,226.0,239.9,223.3,236.05,233.5,230.05,4794,1113518.0,26-AUG-2015,457,INE045A01017,
ADSL,EQ,27.0,29.4,26.15,27.6,27.5,27.45,145729,4088700.3,26-AUG-2015,822,INE102I01027,
ADVANIHOTR,EQ,48.0,51.8,48.0,48.0,48.0,48.0,432,21072.0,26-AUG-2015,15,INE199C01026,
ADVANTA,EQ,504.05,544.8,490.0,536.2,533.0,504.6,30082,15687961.4,26-AUG-2015,1863,INE517H01028,
AEGISCHEM,EQ,723.0,779.0,702.9,757.15,755.4,729.45,19770,14953618.3,26-AUG-2015,1817,INE208C01017,
AFL,EQ,67.95,67.95,62.6,66.0,66.5,66.1,12234,800314.05,26-AUG-2015,198,INE020G01017,
AGARIND,EQ,103.6,105.9,98.75,100.3,104.75,102.7,3412,348069.95,26-AUG-2015,55,INE204E01012,
AGCNET,EQ,93.0,98.7,86.4,95.55,95.3,92.9,9294,879670.65,26-AUG-2015,251,INE676A01019,
AGRODUTCH,EQ,3.1,3.35,3.1,3.25,3.25,3.25,4107,13190.8,26-AUG-2015,21,INE135B01014,
AHLEAST,EQ,149.0,160.0,149.0,150.1,150.0,148.85,260,39238.7,26-AUG-2015,30,INE926K01017,
AHLUCONT,EQ,231.05,237.95,228.25,230.4,228.7,233.2,16373,3793393.9,26-AUG-2015,798,INE758C01029,
AHLWEST,EQ,114.0,114.0,114.0,114.0,114.0,114.0,215,24510.0,26-AUG-2015,4,INE915K01010,
AIAENG,EQ,928.0,928.0,906.5,910.3,912.5,916.15,57441,52541301.1,26-AUG-2015,2511,INE212H01026,
AIL,EQ,671.0,695.0,650.0,685.65,685.0,676.95,10789,7302020.6,26-AUG-2015,1860,INE878A01011,
