SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,UNNAMED: 13
ABB,EQ,1480.4,1489.0,1472.5,1479.3,1476.1,1481.1,59062,87372044.85,30-APR-2019,2917,INE117A01022,
ABCAPITAL,EQ,99.2,99.35,97.35,97.75,97.65,99.2,1394287,136260399.8,30-APR-2019,13773,INE674K01013,
ADANIENT,EQ,131.8,131.8,125.0,127.05,126.7,131.4,4006829,509652053.7,30-APR-2019,21582,INE423A01024,
ADANIGREEN,EQ,42.95,43.0,39.65,40.05,39.85,43.0,958201,39099558.8,30-APR-2019,4448,INE364U01010,
ADANIPORTS,EQ,391.15,393.95,384.8,392.8,391.7,391.75,2502107,976621212.4,30-APR-2019,27547,INE742F01042,
ADANIPOWER,EQ,48.55,48.65,44.0,44.9,44.5,48.4,19021979,872466952.7,30-APR-2019,25605,INE814H01011,
ALKEM,EQ,1720.0,1723.7,1701.3,1718.35,1711.45,1710.1,12412,21241048.3,30-APR-2019,2602,INE540L01014,
AMBER,EQ,804.0,807.8,770.0,783.2,792.4,807.9,14989,11718351.3,30-APR-2019,1395,INE371P01015,
AMBUJACEM,EQ,227.0,227.7,217.6,220.5,220.25,226.0,9288005,2053341926.35,30-APR-2019,54101,INE079A01024,
APLAPOLLO,EQ,1546.05,1597.0,1528.35,1588.9,1595.0,1546.2,88565,139238617.55,30-APR-2019,2418,INE702C01019,
APOLLOHOSP,EQ,1239.8,1248.0,1205.1,1216.5,1220.0,1239.2,336375,411525702.5,30-APR-2019,21371,INE437A01024,
ASHOKLEY,EQ,87.9,88.35,85.3,86.95,87.1,88.5,19935462,1728937787.5,30-APR-2019,73698,INE208A01029,
ASIANPAINT,EQ,1456.0,1477.0,1455.3,1463.15,1464.0,1448.75,1525776,2235180776.05,30-APR-2019,57273,INE021A01026,
ASTRAL,EQ,1229.0,1240.0,1210.0,1232.55,1240.0,1219.15,12710,15619408.3,30-APR-2019,1590,INE006I01046,
AUBANK,EQ,638.5,647.0,631.0,644.65,641.5,637.95,386647,248134177.4,30-APR-2019,24238,INE949L01017,
AUROPHARMA,EQ,831.15,838.0,810.85,819.05,816.75,831.15,4118956,3392727316.6,30-APR-2019,110049,INE406A01037,
AXISBANK,EQ,759.95,769.7,755.8,766.85,765.0,759.9,12434805,9508770904.25,30-APR-2019,163833,INE238A01034,
BAJAJ-AUTO,EQ,3045.0,3050.0,2942.9,2984.1,2988.7,3044.65,654107,1953422634.9,30-APR-2019,41625,INE917I01010,
BAJAJFINSV,EQ,7721.25,7730.0,7449.15,7520.45,7515.0,7721.25,253399,1921465838.7,30-APR-2019,22564,INE918I01018,
BAJAJHLDNG,EQ,3261.0,3271.15,2980.0,3086.0,3090.0,3268.6,114146,355299167.4,30-APR-2019,9609,INE118A01012,
BAJFINANCE,EQ,3092.0,3120.0,3040.0,3095.95,3100.0,3096.85,900968,2770174607.95,30-APR-2019,47594,INE296A01024,
BANDHANBNK,EQ,598.8,603.8,581.05,599.45,602.0,599.9,634914,378978593.9,30-APR-2019,19665,INE545U01014,
BANKBARODA,EQ,123.0,123.0,113.75,116.65,116.5,123.25,28462786,3304272019.0,30-APR-2019,91963,INE028A01039,
BANKINDIA,EQ,92.2,92.2,87.0,88.25,87.6,92.3,8356446,740299819.7,30-APR-2019,22708,INE084A01016,
BDL,EQ,284.9,284.9,277.0,278.3,279.05,282.65,19727,5534328.85,30-APR-2019,1186,INE171Z01018,
BEL,EQ,88.0,88.25,85.3,87.15,87.0,88.15,7596575,657012529.35,30-APR-2019,35516,INE263A01024,
BHARATFORG,EQ,476.9,477.0,465.45,472.25,470.85,476.15,618065,290738797.6,30-APR-2019,17978,INE465A01025,
BHARTIARTL,EQ,324.0,326.8,314.05,320.3,319.75,325.45,6026790,1921051530.1,30-APR-2019,101103,INE397D01024,
BHEL,EQ,70.55,72.2,69.4,70.8,70.65,71.25,14315500,1011025761.3,30-APR-2019,42470,INE257A01026,
BIOCON,EQ,619.8,619.8,585.4,593.5,594.05,620.6,3967777,2387560733.25,30-APR-2019,80469,INE376G01013,
BLUESTARCO,EQ,664.7,709.0,664.7,676.6,676.0,659.05,207392,142567425.65,30-APR-2019,6957,INE472A01039,
BOSCHLTD,EQ,17952.0,18198.65,17900.0,18018.95,18001.25,18018.6,21101,380148640.45,30-APR-2019,6553,INE323A01026,
BPCL,EQ,373.35,383.8,369.55,379.85,380.1,371.05,9814929,3692475565.75,30-APR-2019,140975,INE029A01011,
BRITANNIA,EQ,2970.0,2974.9,2876.05,2896.05,2899.0,2967.7,458803,1337424634.3,30-APR-2019,35309,INE216A01030,
BSE,EQ,617.0,621.5,615.4,620.7,620.5,618.45,88718,54985057.1,30-APR-2019,5370,INE118H01025,
CANBK,EQ,274.0,274.65,254.25,260.45,259.6,273.4,6571947,1712792932.6,30-APR-2019,46058,INE476A01014,
CDSL,EQ,233.0,234.95,230.0,233.55,234.0,232.85,159516,37021566.6,30-APR-2019,3945,INE736A01011,
CGPOWER,EQ,39.0,39.2,37.25,37.6,37.7,39.25,5793876,219926622.5,30-APR-2019,12605,INE067A01029,
CHOLAFIN,EQ,1426.45,1431.65,1376.0,1388.8,1387.0,1407.7,581250,812810369.45,30-APR-2019,26876,INE121A01016,
CIPLA,EQ,569.9,571.05,558.65,565.0,563.0,567.95,1914026,1079264961.85,30-APR-2019,34234,INE059A01026,
COALINDIA,EQ,250.5,253.5,246.6,252.15,252.5,250.5,6190464,1544452130.75,30-APR-2019,91864,INE522F01014,
COCHINSHIP,EQ,382.0,385.0,373.0,376.65,376.05,379.1,63289,23862570.5,30-APR-2019,2942,INE704P01017,
COLPAL,EQ,1205.0,1211.45,1189.75,1208.15,1209.0,1204.1,286865,344124129.2,30-APR-2019,12437,INE259A01022,
CONCOR,EQ,489.0,498.1,480.0,493.2,495.0,493.95,1042076,509444651.25,30-APR-2019,53718,INE111A01025,
