SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,766.0,782.7,755.0,778.5,778.4,763.25,43208,33357051.35,13-DEC-2010,
ADANIENT,EQ,635.0,654.35,634.2,647.0,650.0,635.65,147731,95160703.7,13-DEC-2010,
ADANIPOWER,EQ,125.5,126.85,123.55,125.05,125.85,124.85,653694,81826143.95,13-DEC-2010,
AMBUJACEM,EQ,143.55,143.9,136.1,138.15,137.5,142.0,1990758,275826374.05,13-DEC-2010,
APOLLOHOSP,EQ,461.5,481.0,461.5,476.1,476.25,469.85,55994,26567972.4,13-DEC-2010,
ASHOKLEY,EQ,71.0,71.2,68.25,69.05,68.9,70.5,3842669,265925246.0,13-DEC-2010,
ASIANPAINT,EQ,2660.1,2706.5,2660.1,2697.25,2705.0,2664.65,15123,40692434.65,13-DEC-2010,
ASTRAL,EQ,152.4,159.8,152.4,158.8,158.9,154.95,630,98739.9,13-DEC-2010,
AUROPHARMA,EQ,1230.0,1282.65,1225.05,1274.8,1280.0,1218.85,104418,131073023.95,13-DEC-2010,
AXISBANK,EQ,1340.0,1355.0,1293.1,1320.65,1317.0,1323.55,1774092,2344939839.65,13-DEC-2010,
BAJAJ-AUTO,EQ,1502.0,1503.0,1467.05,1496.85,1494.0,1490.55,308913,457646868.95,13-DEC-2010,
BAJAJFINSV,EQ,462.0,462.0,453.55,459.2,459.95,458.45,105215,48231729.5,13-DEC-2010,
BAJAJHLDNG,EQ,856.0,862.0,826.0,845.75,843.4,846.2,27920,23680544.9,13-DEC-2010,
BAJFINANCE,EQ,687.25,709.0,662.25,698.65,699.7,687.45,6963,4780741.95,13-DEC-2010,
BANKBARODA,EQ,881.55,898.7,867.1,885.0,886.0,880.05,246095,217187886.9,13-DEC-2010,
BANKINDIA,EQ,433.0,446.9,430.0,445.0,446.0,428.8,1046048,459386566.5,13-DEC-2010,
BEL,EQ,1714.0,1731.9,1695.0,1720.4,1730.0,1718.0,6292,10769483.45,13-DEC-2010,
BHARATFORG,EQ,372.5,384.95,368.1,381.3,384.1,371.25,556255,209056726.3,13-DEC-2010,
BHARTIARTL,EQ,332.45,333.8,322.0,332.05,330.95,331.0,4916080,1614229591.6,13-DEC-2010,
BHEL,EQ,2289.05,2343.1,2275.05,2340.3,2340.95,2287.8,620645,1436165273.85,13-DEC-2010,
BIOCON,EQ,393.0,401.0,387.2,400.0,400.5,391.4,435529,171821946.0,13-DEC-2010,
BLUESTARCO,EQ,438.0,438.0,415.1,423.55,420.0,425.55,7009,2962020.2,13-DEC-2010,
BOSCHLTD,EQ,6250.0,6250.0,6100.0,6199.25,6215.0,6129.35,16090,98736858.95,13-DEC-2010,
BPCL,EQ,685.0,689.6,661.0,678.8,674.6,680.7,477478,321830177.3,13-DEC-2010,
BRITANNIA,EQ,403.0,411.0,402.7,405.6,406.0,402.35,11124,4518341.75,13-DEC-2010,
CANBK,EQ,665.0,680.9,646.8,663.5,663.0,660.1,1245595,826022643.75,13-DEC-2010,
CHOLAFIN,EQ,180.95,184.9,176.0,181.7,182.0,179.4,93267,17006324.1,13-DEC-2010,
CIPLA,EQ,348.0,360.0,347.5,355.4,356.0,347.45,1878412,668300966.7,13-DEC-2010,
COALINDIA,EQ,318.0,324.35,317.0,323.15,323.55,317.3,2809522,901921749.5,13-DEC-2010,
COLPAL,EQ,852.0,868.0,848.0,854.5,853.25,844.1,60276,51614498.5,13-DEC-2010,
CONCOR,EQ,1250.05,1270.0,1250.05,1259.35,1257.25,1259.1,1428,1797795.0,13-DEC-2010,
CUMMINSIND,EQ,762.0,775.95,760.0,769.95,770.1,761.6,151533,116632288.6,13-DEC-2010,
DABUR,EQ,97.2,98.45,97.0,97.95,97.85,96.55,722462,70645341.6,13-DEC-2010,
DIVISLAB,EQ,601.25,617.6,597.05,604.75,602.8,603.15,166110,100285295.15,13-DEC-2010,
DLF,EQ,285.0,292.65,278.1,291.25,292.0,282.05,6082634,1731892691.65,13-DEC-2010,
