SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 24-Nov-2025,1139.7,1147.6,1154.3,1122.4,1123.0,1129.8,1138.62,2106550,23985.63,46715, 1108236, 52.61
ABB, EQ, 24-Nov-2025,5092.0,5092.0,5100.0,5024.5,5049.5,5057.0,5060.13,453211,22933.04,30549, 287767, 63.50
ABCAPITAL, EQ, 24-Nov-2025,325.65,325.65,333.95,323.3,332.0,331.85,331.46,3631529,12037.13,41518, 1528239, 42.08
ADANIENSOL, EQ, 24-Nov-2025,974.8,979.0,983.9,967.6,968.0,970.15,974.11,774740,7546.82,25051, 327348, 42.25
ADANIENT, EQ, 24-Nov-2025,2422.3,2426.2,2432.3,2393.1,2398.9,2399.2,2409.75,691419,16661.49,32464, 357557, 51.71
ADANIGREEN, EQ, 24-Nov-2025,1030.5,1036.9,1037.5,1006.0,1011.4,1009.4,1017.38,1618990,16471.33,40676, 496015, 30.64
ADANIPORTS, EQ, 24-Nov-2025,1479.8,1482.0,1490.2,1471.3,1485.3,1485.9,1483.42,2485518,36870.78,62297, 1716546, 69.06
ADANIPOWER, EQ, 24-Nov-2025,149.12,150.0,150.3,144.8,145.4,145.44,147.11,13878210,20416.5,101310, 6475198, 46.66
ALKEM, EQ, 24-Nov-2025,5700.0,5739.5,5739.5,5604.0,5606.0,5625.0,5633.02,622381,35058.88,31125, 463868, 74.53
AMBER, EQ, 24-Nov-2025,7196.0,7156.0,7179.5,7002.0,7047.0,7043.5,7085.15,204175,14466.1,24587, 87432, 42.82
AMBUJACEM, EQ, 24-Nov-2025,547.55,548.85,549.5,542.05,548.4,544.6,545.42,2247682,12259.29,32906, 1401739, 62.36
ANGELONE, EQ, 24-Nov-2025,2748.1,2753.0,2765.4,2673.9,2681.7,2678.5,2707.82,487775,13208.07,31805, 181407, 37.19
APLAPOLLO, EQ, 24-Nov-2025,1727.8,1732.7,1732.7,1707.2,1715.0,1716.2,1717.06,838837,14403.36,30968, 585487, 69.80
APOLLOHOSP, EQ, 24-Nov-2025,7391.0,7399.0,7421.0,7332.0,7340.0,7354.5,7360.54,751685,55328.06,43132, 538595, 71.65
ASHOKLEY, EQ, 24-Nov-2025,144.69,144.8,146.0,143.9,144.5,144.59,144.8,16912563,24488.59,70718, 11680112, 69.06
ASIANPAINT, EQ, 24-Nov-2025,2876.6,2876.0,2896.5,2864.5,2888.0,2879.2,2879.32,5404326,155607.67,83082, 3659318, 67.71
ASTRAL, EQ, 24-Nov-2025,1452.6,1448.0,1514.9,1438.3,1486.0,1473.2,1468.49,2705698,39733.01,36451, 1799904, 66.52
AUBANK, EQ, 24-Nov-2025,915.35,915.35,935.6,913.35,924.9,925.1,926.86,3235422,29987.94,60566, 2148532, 66.41
AUROPHARMA, EQ, 24-Nov-2025,1205.9,1205.9,1212.0,1189.6,1195.2,1194.0,1195.86,1266777,15148.83,28841, 913512, 72.11
AXISBANK, EQ, 24-Nov-2025,1275.8,1279.2,1290.9,1266.6,1267.0,1269.0,1275.95,10491953,133872.48,148851, 8084698, 77.06
BAJAJ-AUTO, EQ, 24-Nov-2025,8892.0,8905.0,9049.0,8857.5,9015.0,9007.5,9005.05,466198,41981.36,38641, 302443, 64.87
BAJAJFINSV, EQ, 24-Nov-2025,2052.4,2064.0,2064.0,2025.8,2041.0,2030.8,2038.27,1422874,29002.02,47071, 872240, 61.30
BAJAJHLDNG, EQ, 24-Nov-2025,11641.0,11721.0,11731.0,11351.0,11440.0,11473.0,11520.21,161587,18615.16,29549, 125828, 77.87
BAJFINANCE, EQ, 24-Nov-2025,1004.1,1005.0,1009.3,990.0,994.0,994.0,998.25,9574900,95581.17,109365, 7434972, 77.65
BANDHANBNK, EQ, 24-Nov-2025,149.11,149.1,150.9,148.1,150.0,149.91,149.86,7482792,11213.63,43634, 3770467, 50.39
BANKBARODA, EQ, 24-Nov-2025,284.15,284.15,285.85,281.0,281.25,281.9,283.08,8839228,25022.46,57401, 5122065, 57.95
BANKINDIA, EQ, 24-Nov-2025,145.46,145.46,147.6,144.99,145.6,145.85,146.71,5975367,8766.69,27496, 2959312, 49.53
BDL, EQ, 24-Nov-2025,1512.7,1498.0,1511.8,1472.1,1478.0,1477.0,1488.98,1306842,19458.56,44452, 397009, 30.38
