SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 17-Jun-2025,1169.6,1172.0,1178.6,1140.15,1145.4,1146.2,1155.09,894802,10335.76,48149, 499296, 55.80
ABB, EQ, 17-Jun-2025,6014.0,6040.0,6084.0,6014.0,6044.0,6034.5,6050.92,101944,6168.55,14144, 30948, 30.36
ABCAPITAL, EQ, 17-Jun-2025,248.75,248.75,255.75,247.02,255.0,255.11,252.89,13086871,33094.86,75123, 5466597, 41.77
ADANIENSOL, EQ, 17-Jun-2025,865.7,866.0,867.35,846.05,848.95,848.85,853.45,1247192,10644.18,30485, 487693, 39.10
ADANIENT, EQ, 17-Jun-2025,2544.0,2535.0,2539.6,2479.0,2485.2,2488.5,2499.54,703343,17580.34,34502, 254292, 36.15
ADANIGREEN, EQ, 17-Jun-2025,992.0,992.8,997.5,975.0,977.5,977.5,985.79,1281462,12632.51,39592, 446953, 34.88
ADANIPORTS, EQ, 17-Jun-2025,1400.6,1400.5,1414.8,1384.0,1390.0,1392.3,1397.88,1571621,21969.44,46025, 602678, 38.35
ADANIPOWER, EQ, 17-Jun-2025,562.95,564.55,571.1,557.0,558.6,558.2,562.55,1964035,11048.77,36648, 708210, 36.06
ALKEM, EQ, 17-Jun-2025,4868.0,4877.0,4881.5,4795.0,4805.0,4813.0,4845.24,93153,4513.48,13426, 46738, 50.17
AMBER, EQ, 17-Jun-2025,6470.0,6475.0,6576.0,6429.0,6540.0,6529.5,6516.35,236785,15429.73,27265, 110846, 46.81
AMBUJACEM, EQ, 17-Jun-2025,550.15,551.0,556.6,546.8,548.8,550.9,552.47,1406479,7770.44,18226, 747798, 53.17
ANGELONE, EQ, 17-Jun-2025,2930.5,2932.0,2942.8,2860.5,2875.0,2873.6,2888.44,671174,19386.44,46881, 158640, 23.64
APLAPOLLO, EQ, 17-Jun-2025,1852.9,1861.0,1868.4,1818.0,1822.1,1833.4,1836.46,331566,6089.08,29303, 194006, 58.51
