SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 10-Aug-2026,1168.1,1170.0,1189.9,1161.7,1175.6,1175.6,1176.45,523929,6163.75,17058, 261562, 49.92
ABB, EQ, 10-Aug-2026,7600.0,7639.5,7723.5,7535.0,7649.5,7649.5,7636.55,202217,15442.41,25518, 73185, 36.19
ABCAPITAL, EQ, 10-Aug-2026,408.05,405.0,412.85,401.0,407.75,407.75,408.9,2113855,8643.58,35351, 976775, 46.21
ADANIENSOL, EQ, 10-Aug-2026,1630.1,1630.1,1635.9,1610.8,1632.0,1632.0,1623.61,929603,15093.16,33937, 476942, 51.31
ADANIENT, EQ, 10-Aug-2026,3020.0,3020.0,3021.8,2969.9,3010.0,3010.0,2999.19,811593,24341.25,40386, 302975, 37.33
ADANIGREEN, EQ, 10-Aug-2026,1372.4,1372.1,1376.0,1356.0,1369.0,1369.0,1366.88,676426,9245.96,24124, 184165, 27.23
ADANIPORTS, EQ, 10-Aug-2026,1693.5,1690.0,1690.0,1673.1,1681.0,1681.0,1679.9,2177216,36575.05,76817, 1383210, 63.53
ADANIPOWER, EQ, 10-Aug-2026,209.0,209.05,211.88,207.7,210.65,210.65,209.45,13196740,27640.2,66174, 6355908, 48.16
ALKEM, EQ, 10-Aug-2026,5620.0,5624.0,5700.0,5528.5,5598.5,5598.5,5601.7,82544,4623.87,15642, 43651, 52.88
AMBER, EQ, 10-Aug-2026,7435.0,7425.0,7427.5,7001.0,7095.0,7095.0,7152.5,718169,51367.03,73130, 307303, 42.79
AMBUJACEM, EQ, 10-Aug-2026,434.0,434.65,435.0,430.35,430.85,430.85,432.13,1756165,7589.0,28373, 927136, 52.79
ANGELONE, EQ, 10-Aug-2026,292.0,292.0,295.65,287.6,294.8,294.8,291.93,4076186,11899.6,49239, 1233071, 30.25
APLAPOLLO, EQ, 10-Aug-2026,1970.0,1974.9,2020.0,1951.7,2020.0,2020.0,1993.9,587468,11713.5,32850, 299919, 51.05
APOLLOHOSP, EQ, 10-Aug-2026,8945.0,8945.0,8971.0,8865.5,8912.0,8912.0,8902.47,411854,36665.19,39988, 305025, 74.06
ASHOKLEY, EQ, 10-Aug-2026,177.5,177.5,179.0,173.8,174.0,174.0,176.66,14528731,25667.11,67974, 7914066, 54.47
ASIANPAINT, EQ, 10-Aug-2026,2735.0,2724.7,2761.5,2713.5,2750.0,2750.0,2745.69,977656,26843.36,65407, 644008, 65.87
ASTRAL, EQ, 10-Aug-2026,1444.0,1445.0,1449.7,1431.1,1437.0,1437.0,1437.67,199026,2861.34,18586, 112671, 56.61
AUBANK, EQ, 10-Aug-2026,1067.0,1068.3,1071.9,1061.0,1068.0,1068.0,1066.39,812656,8666.09,30568, 491379, 60.47
AUROPHARMA, EQ, 10-Aug-2026,1658.0,1668.0,1671.9,1635.2,1648.0,1648.0,1655.03,1165336,19286.71,45731, 602295, 51.68
AXISBANK, EQ, 10-Aug-2026,1238.0,1235.0,1250.0,1235.0,1247.3,1247.3,1244.19,3661847,45560.26,123536, 2381673, 65.04
BAJAJ-AUTO, EQ, 10-Aug-2026,11662.0,11662.0,11786.0,11615.0,11677.0,11677.0,11714.68,199134,23327.92,33029, 114238, 57.37
BAJAJFINSV, EQ, 10-Aug-2026,2008.9,2009.0,2037.1,1992.6,2021.3,2021.3,2019.82,944721,19081.62,67904, 516252, 54.65
BAJAJHLDNG, EQ, 10-Aug-2026,11263.0,11263.0,11498.0,11219.0,11471.0,11471.0,11404.36,36334,4143.66,10265, 16874, 46.44
BAJFINANCE, EQ, 10-Aug-2026,1078.0,1078.0,1106.1,1070.8,1102.2,1102.2,1091.38,7303098,79704.84,106103, 4605173, 63.06
BANDHANBNK, EQ, 10-Aug-2026,176.02,176.05,176.67,172.3,172.62,172.62,173.98,6631422,11537.34,54300, 3868378, 58.33
BANKBARODA, EQ, 10-Aug-2026,250.7,250.11,250.98,246.17,247.81,247.81,248.75,6890654,17140.47,79322, 3700598, 53.70
BANKINDIA, EQ, 10-Aug-2026,145.0,145.0,145.34,140.5,141.0,141.0,142.26,6552285,9321.24,31364, 3010008, 45.94
BDL, EQ, 10-Aug-2026,1294.0,1294.0,1313.2,1280.0,1310.0,1310.0,1299.83,886389,11521.57,32344, 336308, 37.94
