SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 21-Aug-2026,1203.0,1208.0,1214.0,1190.1,1199.0,1199.0,1204.86,485140,5845.24,32846, 299939, 61.83
ABB, EQ, 21-Aug-2026,7479.0,7474.0,7545.0,7405.0,7424.0,7424.0,7439.58,85392,6352.81,13542, 30210, 35.38
ABCAPITAL, EQ, 21-Aug-2026,409.0,410.0,413.0,407.7,413.0,413.0,411.03,3668437,15078.47,52179, 1772843, 48.33
ADANIENSOL, EQ, 21-Aug-2026,1548.5,1556.9,1559.5,1527.3,1541.9,1541.9,1543.18,2335751,36044.92,95071, 1490410, 63.81
ADANIENT, EQ, 21-Aug-2026,2994.9,2995.0,3007.5,2981.0,2997.0,2997.0,2993.49,803177,24043.04,53678, 412529, 51.36
ADANIGREEN, EQ, 21-Aug-2026,1301.8,1310.2,1324.9,1310.1,1320.0,1320.0,1316.9,1151739,15167.26,31520, 355491, 30.87
ADANIPORTS, EQ, 21-Aug-2026,1696.0,1697.2,1702.0,1684.9,1700.0,1700.0,1693.23,1113535,18854.72,59567, 692275, 62.17
ADANIPOWER, EQ, 21-Aug-2026,204.0,203.99,205.5,202.83,205.5,205.5,203.9,10503673,21417.49,77913, 4640169, 44.18
ALKEM, EQ, 21-Aug-2026,5400.0,5400.0,5454.0,5340.0,5400.0,5400.0,5374.57,76854,4130.57,12906, 42574, 55.40
AMBER, EQ, 21-Aug-2026,7275.0,7275.0,7385.0,7261.0,7350.0,7350.0,7342.46,170487,12517.94,16300, 60547, 35.51
AMBUJACEM, EQ, 21-Aug-2026,411.0,410.0,420.25,407.9,414.5,414.5,415.67,5526988,22974.01,35448, 3311733, 59.92
ANGELONE, EQ, 21-Aug-2026,289.5,289.5,292.35,287.15,287.8,287.8,289.1,3614925,10450.86,34814, 1677767, 46.41
APLAPOLLO, EQ, 21-Aug-2026,2140.0,2140.9,2162.2,2126.3,2139.0,2139.0,2144.54,237101,5084.72,15620, 133524, 56.32
APOLLOHOSP, EQ, 21-Aug-2026,8735.0,8727.0,8746.0,8638.0,8693.0,8693.0,8667.89,184342,15978.57,22222, 102960, 55.85
ASHOKLEY, EQ, 21-Aug-2026,173.8,173.16,173.69,172.3,173.0,173.0,173.03,5801819,10038.81,43244, 2756395, 47.51
ASIANPAINT, EQ, 21-Aug-2026,2625.2,2620.2,2644.0,2615.5,2640.0,2640.0,2627.67,330334,8680.07,21795, 193209, 58.49
ASTRAL, EQ, 21-Aug-2026,1532.0,1532.0,1546.0,1521.0,1528.5,1528.5,1534.96,451537,6930.89,29621, 222265, 49.22
AUBANK, EQ, 21-Aug-2026,1088.0,1088.0,1108.2,1083.9,1108.2,1108.2,1100.91,2113659,23269.38,47365, 1165493, 55.14
AUROPHARMA, EQ, 21-Aug-2026,1608.0,1609.1,1624.0,1600.0,1621.3,1621.3,1609.53,750168,12074.16,24984, 460845, 61.43
AXISBANK, EQ, 21-Aug-2026,1251.0,1250.6,1256.4,1240.4,1245.8,1245.8,1246.45,3690270,45997.28,81832, 2332175, 63.20
BAJAJ-AUTO, EQ, 21-Aug-2026,11793.0,11790.0,11790.0,11660.0,11700.0,11700.0,11704.97,221616,25940.08,31168, 145736, 65.76
BAJAJFINSV, EQ, 21-Aug-2026,2016.0,2009.0,2032.5,2005.0,2032.5,2032.5,2022.07,830062,16784.46,46202, 502240, 60.51
BAJAJHLDNG, EQ, 21-Aug-2026,11368.0,11360.0,11410.0,11280.0,11320.0,11320.0,11354.55,24339,2763.58,6643, 14234, 58.48
BAJFINANCE, EQ, 21-Aug-2026,1095.0,1105.4,1105.5,1090.6,1095.0,1095.0,1095.69,3042594,33337.32,94415, 1878096, 61.73
BANDHANBNK, EQ, 21-Aug-2026,174.16,174.78,177.09,174.16,175.1,175.1,176.06,6671543,11745.85,30656, 2579924, 38.67
BANKBARODA, EQ, 21-Aug-2026,244.5,244.0,247.0,243.5,247.0,247.0,244.36,7918075,19348.74,63663, 4852152, 61.28
BANKINDIA, EQ, 21-Aug-2026,142.8,142.8,143.9,141.93,142.79,142.79,142.94,5334194,7624.72,38658, 2524715, 47.33
BDL, EQ, 21-Aug-2026,1317.0,1317.0,1364.7,1317.0,1359.0,1359.0,1352.68,2191062,29638.11,54566, 618474, 28.23
BEL, EQ, 21-Aug-2026,409.4,413.45,415.95,408.65,414.0,414.0,413.42,13688811,56592.42,133727, 7407103, 54.11
BHARATFORG, EQ, 21-Aug-2026,2062.0,2054.0,2072.0,2021.3,2063.0,2063.0,2045.84,877899,17960.39,40327, 406144, 46.26
BHARTIARTL, EQ, 21-Aug-2026,1941.7,1950.0,1954.9,1940.5,1946.0,1946.0,1947.38,3016258,58737.99,81426, 1989619, 65.96
BHEL, EQ, 21-Aug-2026,413.5,416.05,416.65,409.1,413.0,413.0,412.65,3639529,15018.37,39380, 1366183, 37.54
BIOCON, EQ, 21-Aug-2026,412.5,412.5,416.0,411.0,415.55,415.55,413.46,2225359,9200.94,19511, 1265620, 56.87
BLUESTARCO, EQ, 21-Aug-2026,1510.0,1525.2,1525.2,1504.1,1511.9,1511.9,1511.2,199161,3009.71,13337, 89462, 44.92
BOSCHLTD, EQ, 21-Aug-2026,48750.0,48635.0,48635.0,48060.0,48200.0,48200.0,48235.98,30216,14574.98,8936, 17615, 58.30
BPCL, EQ, 21-Aug-2026,308.7,308.7,314.2,307.2,311.0,311.0,311.19,4998491,15554.66,35126, 2802165, 56.06
BRITANNIA, EQ, 21-Aug-2026,5548.0,5527.5,5533.0,5342.0,5365.0,5365.0,5369.83,704494,37830.15,51661, 343535, 48.76
BSE, EQ, 21-Aug-2026,3291.1,3252.0,3285.0,3223.0,3241.0,3241.0,3243.87,6640651,215413.93,251197, 3742175, 56.35
CAMS, EQ, 21-Aug-2026,749.25,752.9,759.5,747.0,753.0,753.0,754.15,1631822,12306.34,45173, 979201, 60.01
CANBK, EQ, 21-Aug-2026,129.6,129.6,129.96,128.5,129.96,129.96,129.21,8125972,10499.33,47071, 4398974, 54.13
CDSL, EQ, 21-Aug-2026,1345.9,1345.9,1401.8,1345.9,1388.9,1388.9,1381.29,3743675,51710.96,90959, 1279897, 34.19
CGPOWER, EQ, 21-Aug-2026,876.3,876.3,880.95,865.0,867.0,867.0,870.95,1311542,11422.91,34814, 573716, 43.74
CHOLAFIN, EQ, 21-Aug-2026,1888.9,1888.9,1890.1,1855.0,1862.9,1862.9,1863.08,902331,16811.11,32825, 517374, 57.34
CIPLA, EQ, 21-Aug-2026,1438.0,1433.4,1443.6,1408.6,1432.2,1432.2,1420.96,728275,10348.49,40315, 373862, 51.34
COALINDIA, EQ, 21-Aug-2026,402.5,402.55,405.9,401.7,405.2,405.2,404.6,10327739,41785.8,64967, 7723870, 74.79
COCHINSHIP, EQ, 21-Aug-2026,1489.0,1485.0,1496.6,1461.7,1480.5,1480.5,1478.22,817183,12079.8,28258, 263431, 32.24
COFORGE, EQ, 21-Aug-2026,1882.0,1890.0,1891.7,1851.0,1891.7,1891.7,1875.81,1990336,37334.92,81027, 1046439, 52.58
