SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 11-Apr-2025,808.55,825.95,880.9,812.0,873.0,870.2,846.69,1958890,16585.81,122451, 1164710, 59.46
ABB, EQ, 11-Apr-2025,5036.2,5149.5,5173.95,5052.05,5125.15,5143.3,5116.95,416323,21303.06,52910, 264180, 63.46
ABCAPITAL, EQ, 11-Apr-2025,181.95,184.0,188.0,183.9,185.1,185.33,186.26,4469518,8324.75,46041, 2121620, 47.47
ADANIENSOL, EQ, 11-Apr-2025,837.4,860.7,863.35,833.75,842.0,844.8,843.71,1878535,15849.36,44700, 720918, 38.38
ADANIENT, EQ, 11-Apr-2025,2236.9,2303.05,2343.5,2281.0,2318.75,2321.4,2317.43,981463,22744.74,61931, 265616, 27.06
ADANIGREEN, EQ, 11-Apr-2025,860.75,890.0,903.4,878.7,894.5,893.65,891.73,2380909,21231.22,59439, 503430, 21.14
ADANIPORTS, EQ, 11-Apr-2025,1131.8,1163.0,1170.3,1148.0,1162.0,1164.55,1161.8,3536245,41084.01,106358, 1779798, 50.33
ADANIPOWER, EQ, 11-Apr-2025,508.45,518.65,524.3,514.25,517.1,518.25,518.5,3196520,16574.11,48826, 1125381, 35.21
ALKEM, EQ, 11-Apr-2025,4838.85,4900.0,4909.35,4840.0,4885.0,4887.45,4877.17,50959,2485.36,10561, 23755, 46.62
AMBER, EQ, 11-Apr-2025,6159.4,6340.0,6587.0,6250.0,6500.0,6530.05,6494.16,609690,39594.22,91359, 191270, 31.37
AMBUJACEM, EQ, 11-Apr-2025,547.8,553.75,556.8,544.0,547.95,548.65,549.4,3541770,19458.63,54781, 2184803, 61.69
ANGELONE, EQ, 11-Apr-2025,2228.4,2298.75,2309.0,2251.25,2258.75,2265.0,2272.05,606686,13784.22,42629, 99554, 16.41
APLAPOLLO, EQ, 11-Apr-2025,1474.4,1491.4,1533.0,1490.05,1517.0,1517.35,1516.64,582563,8835.39,35944, 340501, 58.45
APOLLOHOSP, EQ, 11-Apr-2025,6834.1,6822.7,6870.95,6765.5,6798.0,6780.95,6813.29,652003,44422.87,56646, 461864, 70.84
ASHOKLEY, EQ, 11-Apr-2025,204.68,207.1,209.8,206.7,209.08,208.5,208.35,3837281,7995.1,36801, 1419591, 36.99
ASIANPAINT, EQ, 11-Apr-2025,2411.15,2439.5,2448.0,2380.25,2393.0,2393.6,2396.76,968152,23204.26,67208, 399138, 41.23
ASTRAL, EQ, 11-Apr-2025,1265.9,1284.85,1293.0,1246.05,1246.5,1248.9,1257.2,416203,5232.52,27004, 192909, 46.35
AUBANK, EQ, 11-Apr-2025,554.3,560.0,564.85,550.85,557.1,557.1,555.43,2454627,13633.75,54034, 1473656, 60.04
AUROPHARMA, EQ, 11-Apr-2025,1058.0,1099.5,1109.8,1073.1,1084.0,1082.45,1090.42,1559821,17008.6,61975, 556622, 35.68
AXISBANK, EQ, 11-Apr-2025,1061.65,1063.3,1072.7,1057.55,1068.75,1068.95,1065.89,8144072,86806.54,137579, 5043810, 61.93
BAJAJ-AUTO, EQ, 11-Apr-2025,7572.3,7719.5,7779.95,7636.35,7779.0,7768.85,7733.03,290737,22482.77,43501, 155036, 53.33
BAJAJFINSV, EQ, 11-Apr-2025,1895.7,1909.45,1966.0,1906.55,1946.3,1946.3,1949.06,1880510,36652.24,97508, 888783, 47.26
BAJAJHLDNG, EQ, 11-Apr-2025,11092.3,11300.0,11384.0,11087.3,11235.0,11282.15,11236.74,44334,4981.7,14193, 19595, 44.20
BAJFINANCE, EQ, 11-Apr-2025,8735.8,8825.05,8973.5,8810.7,8912.0,8921.1,8914.28,1009722,90009.4,107731, 490878, 48.62
BANDHANBNK, EQ, 11-Apr-2025,146.86,150.0,150.6,148.01,149.6,149.68,149.46,4225688,6315.51,20375, 1722104, 40.75
BANKBARODA, EQ, 11-Apr-2025,230.21,232.52,234.56,230.56,232.31,232.5,232.71,7672071,17853.97,48676, 3753654, 48.93
BANKINDIA, EQ, 11-Apr-2025,106.76,108.6,109.7,107.13,107.98,108.16,108.1,4886516,5282.52,21649, 1679169, 34.36
BDL, EQ, 11-Apr-2025,1285.8,1320.0,1333.35,1298.8,1321.0,1325.1,1318.94,1275036,16817.0,52859, 376899, 29.56
BEL, EQ, 11-Apr-2025,280.15,283.0,287.0,282.65,285.3,285.0,285.23,13883110,39599.22,121027, 7255773, 52.26
BHARATFORG, EQ, 11-Apr-2025,969.85,1010.0,1010.0,976.5,1004.05,1002.15,992.47,2146554,21303.85,65559, 1087927, 50.68
BHARTIARTL, EQ, 11-Apr-2025,1715.55,1760.0,1767.0,1732.35,1760.6,1756.6,1756.34,8340002,146478.37,240119, 6329913, 75.90
BHEL, EQ, 11-Apr-2025,211.81,216.0,217.99,212.5,212.85,212.97,214.96,7830994,16833.15,45200, 2794270, 35.68
BIOCON, EQ, 11-Apr-2025,306.3,320.0,323.0,313.6,317.0,316.55,316.56,3064653,9701.51,28283, 651014, 21.24
BLUESTARCO, EQ, 11-Apr-2025,1939.3,2000.0,2004.9,1924.0,1963.0,1967.2,1957.96,742973,14547.13,73076, 437565, 58.89
BOSCHLTD, EQ, 11-Apr-2025,26182.7,26684.2,26849.8,26300.0,26399.9,26359.25,26504.0,21080,5587.04,8198, 11313, 53.67
BPCL, EQ, 11-Apr-2025,287.95,296.45,296.45,286.5,292.75,293.2,292.3,14955235,43714.55,74578, 9290558, 62.12
BRITANNIA, EQ, 11-Apr-2025,5339.45,5400.75,5400.75,5306.5,5340.4,5350.2,5345.34,304650,16284.58,34710, 182552, 59.92
BSE, EQ, 11-Apr-2025,5548.35,5697.4,5724.0,5582.0,5639.1,5644.75,5653.46,2643655,149457.88,169984, 522086, 19.75
CAMS, EQ, 11-Apr-2025,3590.2,3693.2,3733.5,3593.05,3722.0,3716.7,3666.64,437864,16054.9,46361, 160398, 36.63
CANBK, EQ, 11-Apr-2025,88.42,89.95,91.4,88.86,90.53,90.54,90.34,22091340,19958.12,86065, 8387266, 37.97
CDSL, EQ, 11-Apr-2025,1146.65,1190.0,1190.0,1162.0,1171.0,1168.0,1171.19,2544305,29798.59,105081, 770007, 30.26
CGPOWER, EQ, 11-Apr-2025,551.0,555.05,575.0,550.2,572.65,572.4,564.87,3044863,17199.59,144778, 1237290, 40.64
CHOLAFIN, EQ, 11-Apr-2025,1430.6,1473.0,1498.6,1457.05,1468.9,1475.7,1473.39,1785510,26307.58,73473, 1075748, 60.25
CIPLA, EQ, 11-Apr-2025,1415.6,1460.0,1488.5,1448.55,1459.0,1463.05,1465.09,2311803,33869.91,135303, 1079660, 46.70
COALINDIA, EQ, 11-Apr-2025,374.6,389.95,392.8,382.15,391.85,392.1,389.24,6185984,24078.57,77309, 2581179, 41.73
COCHINSHIP, EQ, 11-Apr-2025,1359.9,1396.05,1441.3,1380.5,1402.0,1401.0,1410.31,1114448,15717.13,59431, 295863, 26.55
