SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,740.0,751.0,736.1,743.1,741.1,738.05,165186,122616272.8,11-SEP-2009,
ADANIENT,EQ,637.55,644.85,622.05,633.9,640.75,638.75,186596,117693979.1,11-SEP-2009,
ADANIPOWER,EQ,103.15,103.5,101.8,103.25,103.35,102.4,2217235,228072115.15,11-SEP-2009,
AMBUJACEM,EQ,99.45,101.3,97.5,98.2,97.6,98.6,2827027,281897426.9,11-SEP-2009,
APOLLOHOSP,EQ,552.0,588.0,552.0,584.6,587.9,550.45,225339,129634416.7,11-SEP-2009,
ASHOKLEY,EQ,40.7,40.8,39.0,39.3,39.4,40.15,1868244,73827369.85,11-SEP-2009,
ASIANPAINT,EQ,1361.9,1379.9,1351.75,1360.05,1357.0,1377.25,13757,18761974.3,11-SEP-2009,
ASTRAL,EQ,124.05,133.7,122.0,129.05,130.0,128.75,11542,1461641.75,11-SEP-2009,
AUROPHARMA,EQ,704.95,708.7,697.0,702.75,702.1,704.15,63137,44341510.55,11-SEP-2009,
AXISBANK,EQ,911.0,918.45,890.35,902.9,903.05,909.3,1714606,1547730550.75,11-SEP-2009,
BAJAJ-AUTO,EQ,1252.0,1285.0,1228.45,1275.5,1284.7,1235.6,361717,452707023.9,11-SEP-2009,
BAJAJFINSV,EQ,263.0,265.0,249.0,254.2,252.9,261.6,31901,8148114.0,11-SEP-2009,
BAJAJHLDNG,EQ,485.25,491.45,474.1,478.5,477.4,488.75,29982,14453541.25,11-SEP-2009,
BANKBARODA,EQ,456.2,458.0,450.0,454.95,456.75,454.2,625493,283695100.85,11-SEP-2009,
BANKINDIA,EQ,352.0,352.0,339.25,345.45,346.95,346.1,1225719,422133038.15,11-SEP-2009,
BEL,EQ,1399.9,1399.9,1362.0,1371.3,1375.0,1386.45,109442,150179010.55,11-SEP-2009,
BHARATFORG,EQ,214.35,215.65,210.2,212.9,212.55,212.95,426256,90648390.5,11-SEP-2009,
BHARTIARTL,EQ,424.0,426.0,411.15,421.2,421.8,416.5,7277382,3069256106.45,11-SEP-2009,
BHEL,EQ,2277.0,2284.0,2241.4,2256.45,2256.1,2267.65,598146,1349054824.05,11-SEP-2009,
BIOCON,EQ,237.5,244.0,234.15,235.55,236.0,234.35,1252946,299952401.85,11-SEP-2009,
BLUESTARCO,EQ,344.0,351.0,341.0,348.0,345.0,344.25,7412,2565137.5,11-SEP-2009,
BOSCHLTD,EQ,4044.0,4399.8,3972.6,4259.1,4242.0,3983.2,35438,151940080.9,11-SEP-2009,
BPCL,EQ,575.0,579.4,549.0,559.5,560.4,574.85,837717,466755755.15,11-SEP-2009,
BRITANNIA,EQ,1664.0,1664.0,1642.5,1648.3,1644.55,1646.05,8583,14174240.2,11-SEP-2009,
CANBK,EQ,292.1,297.0,290.3,293.6,294.0,293.55,388893,113897963.9,11-SEP-2009,
CIPLA,EQ,265.9,268.45,263.35,265.1,264.45,265.05,557919,148188322.3,11-SEP-2009,
COLPAL,EQ,619.7,620.0,613.0,614.8,617.9,616.65,21717,13371228.6,11-SEP-2009,
CONCOR,EQ,1151.0,1154.95,1110.05,1125.15,1125.0,1149.05,6339,7146354.5,11-SEP-2009,
CUMMINSIND,EQ,337.8,338.8,327.45,328.85,328.4,335.25,63174,20912421.75,11-SEP-2009,
DABUR,EQ,131.4,131.4,125.4,126.85,128.0,130.1,627123,79544798.3,11-SEP-2009,
DIVISLAB,EQ,522.0,529.5,516.0,519.15,518.0,519.3,372342,193875503.55,11-SEP-2009,
DLF,EQ,412.05,416.0,394.25,398.55,398.4,409.05,17375953,7012606283.6,11-SEP-2009,
DRREDDY,EQ,822.0,834.4,800.0,809.7,808.8,821.05,629416,515095485.85,11-SEP-2009,
EICHERMOT,EQ,497.0,508.0,485.0,502.25,500.0,484.8,88565,44171333.35,11-SEP-2009,
FEDERALBNK,EQ,230.0,236.5,225.1,232.9,232.85,226.6,787138,182636889.7,11-SEP-2009,
FORTIS,EQ,116.5,116.5,110.0,111.45,111.35,111.9,238234,26492290.3,11-SEP-2009,
GAIL,EQ,341.35,353.4,341.35,350.15,352.0,350.45,1199843,418947200.35,11-SEP-2009,
GLENMARK,EQ,223.9,232.0,219.0,219.9,219.7,225.35,1070715,239267740.55,11-SEP-2009,
GODFRYPHLP,EQ,1634.0,1677.5,1601.0,1643.25,1625.0,1603.05,3648,5995638.55,11-SEP-2009,
GODREJCP,EQ,247.0,248.0,238.7,242.2,240.2,244.4,284920,68560342.95,11-SEP-2009,
GRASIM,EQ,2685.0,2712.05,2625.0,2648.35,2640.0,2684.55,88800,236485367.15,11-SEP-2009,
HAVELLS,EQ,301.0,322.85,296.2,313.25,311.0,299.95,918712,289526826.0,11-SEP-2009,
HCLTECH,EQ,312.0,315.0,309.1,312.9,312.8,309.45,774847,241978667.15,11-SEP-2009,
HDFCBANK,EQ,1490.0,1496.1,1464.6,1491.25,1495.0,1485.55,721544,1067976583.75,11-SEP-2009,
HINDALCO,EQ,119.0,124.9,117.5,124.4,124.35,116.9,27994078,3406858708.85,11-SEP-2009,
HINDPETRO,EQ,409.0,413.2,381.55,389.95,389.7,411.3,2158624,852456969.25,11-SEP-2009,
HINDUNILVR,EQ,263.0,264.35,253.7,256.1,256.75,262.1,4918021,1266840436.4,11-SEP-2009,
HINDZINC,EQ,821.0,845.0,810.1,828.4,845.0,832.05,184646,151848367.2,11-SEP-2009,
ICICIBANK,EQ,830.0,844.65,818.25,835.15,834.25,816.6,6528251,5408415187.1,11-SEP-2009,
IDEA,EQ,79.0,79.4,76.65,76.85,76.95,78.55,4354926,337747857.1,11-SEP-2009,
INDHOTEL,EQ,66.1,66.6,65.3,65.8,65.75,65.85,1186073,78175021.85,11-SEP-2009,
INDIANB,EQ,143.0,149.0,140.25,146.6,147.1,142.05,1118019,163135438.9,11-SEP-2009,
INDUSINDBK,EQ,99.25,105.75,99.25,104.8,104.6,98.6,4238324,439345069.7,11-SEP-2009,
IOC,EQ,647.5,647.9,611.1,617.4,618.65,643.4,881504,546814266.05,11-SEP-2009,
ITC,EQ,231.1,231.55,225.0,227.1,228.0,229.05,5980769,1359892636.85,11-SEP-2009,
JINDALSTEL,EQ,3425.0,3524.9,3352.0,3371.35,3382.0,3474.95,982518,3357455553.75,11-SEP-2009,
JSWSTEEL,EQ,742.0,744.9,725.5,734.9,733.7,737.2,1006422,737991834.75,11-SEP-2009,
KEI,EQ,34.9,34.9,33.0,33.3,33.5,33.7,172210,5733504.0,11-SEP-2009,
KOTAKBANK,EQ,735.0,739.0,632.8,724.45,727.0,727.3,1107980,804030476.55,11-SEP-2009,
LICHSGFIN,EQ,675.0,681.0,664.25,672.6,671.5,672.6,718973,484090393.1,11-SEP-2009,
LT,EQ,1602.0,1632.0,1600.0,1627.95,1629.9,1600.95,1563940,2534752381.4,11-SEP-2009,
LUPIN,EQ,1068.9,1075.0,1040.0,1044.15,1049.9,1063.1,47757,50455552.9,11-SEP-2009,
M&M,EQ,833.15,843.8,813.15,821.3,825.0,822.1,1007091,833398850.6,11-SEP-2009,
MARICO,EQ,89.95,91.45,87.0,87.4,87.55,89.05,124655,11013764.35,11-SEP-2009,
MARUTI,EQ,1519.35,1519.35,1446.35,1468.6,1469.0,1489.1,815499,1197358796.75,11-SEP-2009,
MOTILALOFS,EQ,168.4,170.95,164.1,168.7,166.5,167.4,73395,12222887.95,11-SEP-2009,
MPHASIS,EQ,579.3,589.2,568.0,583.95,583.1,571.85,719556,416069029.2,11-SEP-2009,
NATIONALUM,EQ,338.55,345.5,336.35,342.7,341.0,336.6,204234,69737442.25,11-SEP-2009,
NAUKRI,EQ,688.8,688.8,653.15,656.7,655.1,677.35,1773,1177136.1,11-SEP-2009,
NHPC,EQ,34.0,34.35,33.2,33.4,33.35,33.95,31195662,1049693045.3,11-SEP-2009,
NMDC,EQ,370.0,377.0,357.25,359.45,358.5,365.5,201879,73899611.05,11-SEP-2009,
NTPC,EQ,207.6,207.6,204.8,205.2,205.7,205.2,4021295,826606100.25,11-SEP-2009,
OFSS,EQ,1774.0,1792.0,1725.1,1767.05,1767.0,1761.9,24715,43485820.25,11-SEP-2009,
ONGC,EQ,1175.0,1187.8,1168.1,1176.75,1175.05,1180.7,704570,827773114.0,11-SEP-2009,
PAGEIND,EQ,650.0,662.0,625.05,648.8,640.0,650.6,5338,3511610.5,11-SEP-2009,
PETRONET,EQ,74.45,74.5,72.5,73.55,73.85,73.75,1141451,83750396.35,11-SEP-2009,
PFC,EQ,227.5,230.3,224.55,228.5,229.1,225.0,428553,96834680.7,11-SEP-2009,
PHOENIXLTD,EQ,172.1,174.0,165.35,168.85,168.45,171.45,59568,10143215.1,11-SEP-2009,
PIDILITIND,EQ,150.95,153.5,148.0,149.95,148.4,150.95,29125,4385529.9,11-SEP-2009,
PNB,EQ,681.15,710.1,681.15,706.5,706.5,696.3,799647,561655907.4,11-SEP-2009,
POWERGRID,EQ,108.2,108.8,106.65,108.2,108.0,107.4,2512236,270755099.05,11-SEP-2009,
RADICO,EQ,116.1,116.95,114.0,115.55,114.85,115.35,306747,35393049.5,11-SEP-2009,
RECLTD,EQ,205.0,206.65,191.5,195.75,196.25,204.05,2055952,406007633.1,11-SEP-2009,
RELIANCE,EQ,2165.0,2171.3,2105.0,2140.85,2147.0,2147.45,3585424,7666219235.2,11-SEP-2009,
SAIL,EQ,169.05,171.4,166.4,168.8,169.2,168.55,4899108,829290260.25,11-SEP-2009,
SBIN,EQ,1899.45,1947.7,1876.35,1920.5,1924.7,1881.55,1573019,2990756973.6,11-SEP-2009,
SHREECEM,EQ,1518.0,1540.0,1501.3,1529.75,1520.3,1518.4,13531,20484446.0,11-SEP-2009,
SIEMENS,EQ,533.0,540.0,518.1,523.9,522.1,526.35,413276,217082500.05,11-SEP-2009,
SOLARINDS,EQ,378.9,378.9,357.0,365.9,363.0,367.95,1056,383095.6,11-SEP-2009,
SRF,EQ,157.8,158.5,152.6,153.25,154.0,156.3,78262,12091775.95,11-SEP-2009,
SUNPHARMA,EQ,1200.0,1218.95,1200.0,1207.65,1208.0,1203.3,64249,77710865.25,11-SEP-2009,
SUPREMEIND,EQ,306.0,313.95,305.05,307.75,307.4,311.0,2432,751137.7,11-SEP-2009,
SUZLON,EQ,97.5,98.4,94.2,95.8,95.55,97.0,39425903,3771167679.45,11-SEP-2009,
TATAELXSI,EQ,179.0,181.0,173.55,174.3,175.0,176.75,98535,17456898.15,11-SEP-2009,
TATAPOWER,EQ,1280.0,1291.75,1265.65,1271.25,1268.1,1285.15,215467,274998804.8,11-SEP-2009,
TATASTEEL,EQ,478.0,499.0,461.55,469.0,469.65,469.9,8265290,3885326102.65,11-SEP-2009,
TCS,EQ,561.0,569.0,555.5,560.35,559.7,556.55,4565148,2561571419.75,11-SEP-2009,
TECHM,EQ,925.0,925.0,876.0,885.35,884.5,910.75,1397775,1245608647.45,11-SEP-2009,
TITAN,EQ,1236.0,1268.1,1233.15,1256.05,1261.0,1232.3,48147,60282992.5,11-SEP-2009,
TORNTPHARM,EQ,270.0,282.95,268.5,272.45,271.0,270.45,139297,38338379.3,11-SEP-2009,
TRENT,EQ,575.0,575.0,551.0,553.95,552.5,557.65,2650,1484864.85,11-SEP-2009,
TVSMOTOR,EQ,52.15,52.7,50.75,51.4,51.35,51.9,528781,27225244.85,11-SEP-2009,
ULTRACEMCO,EQ,740.0,754.9,724.0,735.3,730.85,745.05,57107,42045390.1,11-SEP-2009,
UNIONBANK,EQ,227.1,231.8,219.0,223.15,224.0,228.1,1193635,268098156.7,11-SEP-2009,
VOLTAS,EQ,151.95,152.2,145.05,146.95,147.0,150.45,1243542,183316996.25,11-SEP-2009,
WIPRO,EQ,545.5,557.9,545.15,550.95,555.55,543.55,1410365,778255823.2,11-SEP-2009,
YESBANK,EQ,171.25,177.95,169.25,175.2,177.0,170.95,2853732,491253390.8,11-SEP-2009,
