SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,2401.0,2460.0,2370.0,2449.0,2453.9,2391.45,134666,326233580.75,7-FEB-2006,
APOLLOHOSP,EQ,528.25,550.0,528.25,544.4,542.6,526.25,181278,97460701.05,7-FEB-2006,
ASHOKLEY,EQ,35.45,37.95,35.45,37.5,37.9,35.15,28578983,1044227051.85,7-FEB-2006,
ASIANPAINT,EQ,740.0,800.0,685.0,695.55,685.0,708.8,65796,46837252.55,7-FEB-2006,
AUROPHARMA,EQ,598.0,616.0,596.0,600.75,601.9,587.6,364134,220455932.25,7-FEB-2006,
BANKBARODA,EQ,234.9,235.9,232.6,234.4,234.2,233.7,936597,219660318.6,7-FEB-2006,
BANKINDIA,EQ,121.0,129.9,120.95,128.0,127.9,120.25,3653965,464818330.3,7-FEB-2006,
BEL,EQ,1100.05,1135.0,1100.05,1119.15,1120.0,1099.7,297550,333122343.4,7-FEB-2006,
BHARATFORG,EQ,378.95,425.0,378.95,414.8,414.6,378.95,1842084,752452536.35,7-FEB-2006,
BHEL,EQ,1871.0,1879.8,1822.0,1842.45,1837.0,1842.8,243353,447166994.05,7-FEB-2006,
BIOCON,EQ,455.1,463.0,450.3,452.65,453.0,454.45,30814,14052745.05,7-FEB-2006,
BLUESTARCO,EQ,570.0,653.8,560.0,566.3,565.15,561.75,7529,4299037.95,7-FEB-2006,
BPCL,EQ,442.0,443.0,431.0,439.3,432.25,440.65,184029,80768991.0,7-FEB-2006,
BRITANNIA,EQ,1539.9,1539.9,1490.35,1520.55,1520.0,1524.25,3874,5881636.5,7-FEB-2006,
CANBK,EQ,235.9,239.45,233.05,235.4,235.7,233.65,347877,82130856.2,7-FEB-2006,
CIPLA,EQ,499.9,514.8,495.0,511.3,514.5,495.95,1252714,632707071.75,7-FEB-2006,
CONCOR,EQ,1366.0,1375.0,1325.0,1351.8,1350.0,1366.25,1164,1569754.25,7-FEB-2006,
CUMMINSIND,EQ,213.0,216.75,209.8,211.85,212.55,212.85,1021488,217808219.9,7-FEB-2006,
DABUR,EQ,118.0,120.0,115.35,116.25,116.3,118.05,1242889,146654543.95,7-FEB-2006,
DIVISLAB,EQ,1749.0,1798.8,1749.0,1773.45,1775.0,1750.1,26925,47877840.0,7-FEB-2006,
DRREDDY,EQ,1199.0,1229.8,1180.0,1220.05,1223.5,1188.7,329989,396151777.4,7-FEB-2006,
EICHERMOT,EQ,219.9,219.9,209.1,210.5,210.0,212.35,8602,1819673.25,7-FEB-2006,
FEDERALBNK,EQ,174.5,179.0,174.5,175.1,175.5,174.5,698536,122814846.5,7-FEB-2006,
GAIL,EQ,292.0,296.5,285.3,288.3,287.35,291.0,1280083,372337453.35,7-FEB-2006,
GLENMARK,EQ,323.95,327.6,315.0,324.25,325.0,322.0,262185,84842207.05,7-FEB-2006,
GODFRYPHLP,EQ,1489.95,1490.0,1465.2,1468.9,1484.95,1477.95,338,498128.6,7-FEB-2006,
GODREJCP,EQ,560.0,575.0,560.0,574.4,575.0,547.15,18763,10672055.25,7-FEB-2006,
