SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 03-Oct-2025,1036.5,1044.9,1051.7,1033.2,1047.1,1049.2,1042.63,458130,4776.61,24066, 236975, 51.73
ABB, EQ, 03-Oct-2025,5199.0,5190.0,5208.5,5148.5,5190.0,5183.5,5186.02,291382,15111.12,26439, 221070, 75.87
ABCAPITAL, EQ, 03-Oct-2025,299.85,300.6,304.95,297.6,304.5,303.95,301.49,7015658,21151.55,60404, 3129208, 44.60
ADANIENSOL, EQ, 03-Oct-2025,896.35,898.5,920.0,892.3,915.5,916.35,909.3,1376240,12514.14,35418, 526056, 38.22
ADANIENT, EQ, 03-Oct-2025,2592.7,2595.0,2612.9,2564.4,2586.1,2589.9,2588.49,917651,23753.28,37872, 179890, 19.60
ADANIGREEN, EQ, 03-Oct-2025,1064.7,1068.6,1078.8,1054.3,1072.5,1070.3,1068.55,2348127,25091.01,49662, 436278, 18.58
ADANIPORTS, EQ, 03-Oct-2025,1422.7,1413.0,1431.0,1412.5,1419.9,1419.1,1419.27,1576970,22381.48,45304, 808284, 51.26
ADANIPOWER, EQ, 03-Oct-2025,152.51,152.9,153.0,143.15,147.48,147.38,146.11,124141027,181383.47,286772, 34532928, 27.82
ALKEM, EQ, 03-Oct-2025,5459.5,5519.0,5519.0,5425.0,5425.0,5442.0,5453.84,110809,6043.34,17112, 74421, 67.16
AMBER, EQ, 03-Oct-2025,8241.5,8238.0,8295.5,8168.0,8205.5,8214.5,8220.77,113201,9305.99,24760, 49167, 43.43
AMBUJACEM, EQ, 03-Oct-2025,571.1,573.9,579.95,570.3,575.6,576.15,575.88,2062648,11878.33,28033, 1197014, 58.03
ANGELONE, EQ, 03-Oct-2025,2173.5,2185.0,2218.7,2171.8,2205.0,2201.3,2197.98,429291,9435.74,24156, 92657, 21.58
APLAPOLLO, EQ, 03-Oct-2025,1731.1,1740.0,1752.5,1723.8,1735.0,1738.2,1738.17,678344,11790.75,39183, 408142, 60.17
APOLLOHOSP, EQ, 03-Oct-2025,7441.0,7441.0,7484.0,7404.0,7450.0,7449.5,7439.21,478143,35570.06,51540, 350558, 73.32
ASHOKLEY, EQ, 03-Oct-2025,141.23,141.42,142.95,138.16,139.74,139.79,139.44,15561840,21699.88,91898, 7269141, 46.71
ASIANPAINT, EQ, 03-Oct-2025,2335.8,2342.2,2362.7,2336.1,2358.1,2357.8,2350.46,659872,15510.0,49330, 461987, 70.01
ASTRAL, EQ, 03-Oct-2025,1376.4,1376.4,1387.1,1360.8,1385.1,1383.6,1372.37,509629,6994.01,22855, 289694, 56.84
AUBANK, EQ, 03-Oct-2025,724.55,722.05,743.7,720.7,740.5,741.9,737.23,1744199,12858.83,33058, 657491, 37.70
AUROPHARMA, EQ, 03-Oct-2025,1086.0,1095.0,1102.6,1086.8,1095.0,1093.3,1094.96,517528,5666.7,32809, 268074, 51.80
AXISBANK, EQ, 03-Oct-2025,1159.5,1171.0,1188.0,1169.5,1183.0,1181.0,1178.84,11095015,130792.93,143801, 7615776, 68.64
BAJAJ-AUTO, EQ, 03-Oct-2025,8626.5,8626.5,8698.5,8491.5,8685.0,8679.5,8588.01,915075,78586.7,68941, 566787, 61.94
BAJAJFINSV, EQ, 03-Oct-2025,2007.0,2016.5,2017.0,1968.0,1994.2,2000.9,1987.6,789048,15683.11,50999, 400759, 50.79
BAJAJHLDNG, EQ, 03-Oct-2025,11996.0,12039.0,12039.0,11780.0,11830.0,11819.0,11845.18,119815,14192.3,16309, 95586, 79.78
BAJFINANCE, EQ, 03-Oct-2025,987.7,975.0,992.2,972.0,990.0,989.75,983.87,7692197,75680.99,158671, 4835331, 62.86
BANDHANBNK, EQ, 03-Oct-2025,163.54,163.54,166.41,163.0,165.8,165.96,164.51,8038222,13223.66,31127, 3415424, 42.49
BANKBARODA, EQ, 03-Oct-2025,259.6,260.1,265.35,257.8,263.8,263.95,262.66,12224432,32109.16,148989, 5730373, 46.88
BANKINDIA, EQ, 03-Oct-2025,124.63,124.65,125.95,123.65,125.41,125.53,125.06,9233400,11546.84,34789, 3353741, 36.32
BDL, EQ, 03-Oct-2025,1541.8,1541.8,1578.1,1526.7,1560.0,1560.9,1560.44,1547231,24143.6,53815, 446172, 28.84
BEL, EQ, 03-Oct-2025,406.5,406.8,413.8,405.1,412.7,412.65,411.57,16002501,65861.83,175078, 8766541, 54.78
BHARATFORG, EQ, 03-Oct-2025,1219.6,1219.6,1230.0,1210.2,1222.0,1220.2,1221.77,434862,5313.01,17518, 202011, 46.45
BHARTIARTL, EQ, 03-Oct-2025,1867.6,1851.2,1900.3,1848.1,1896.9,1896.7,1880.95,5828332,109627.77,177774, 4010919, 68.82
BHEL, EQ, 03-Oct-2025,240.17,240.5,246.29,240.0,244.8,245.02,244.34,9487956,23182.74,72608, 4137820, 43.61
BIOCON, EQ, 03-Oct-2025,346.45,347.6,352.95,346.75,351.6,352.25,348.91,2628207,9170.18,17445, 1536808, 58.47
BLUESTARCO, EQ, 03-Oct-2025,1877.8,1877.8,1900.1,1862.1,1899.0,1899.2,1878.42,338348,6355.61,15478, 196946, 58.21
BOSCHLTD, EQ, 03-Oct-2025,38320.0,38320.0,38705.0,38010.0,38555.0,38630.0,38357.57,22284,8547.6,9758, 13950, 62.60
BPCL, EQ, 03-Oct-2025,339.7,344.0,344.9,337.6,342.0,341.55,340.73,5833883,19877.63,51062, 2935061, 50.31
BRITANNIA, EQ, 03-Oct-2025,5966.5,5965.0,6014.0,5931.5,5985.0,5992.5,5988.2,268735,16092.39,25971, 192090, 71.48
BSE, EQ, 03-Oct-2025,2081.4,2080.9,2099.9,2050.0,2097.0,2093.4,2079.94,2827421,58808.52,109261, 952335, 33.68
CAMS, EQ, 03-Oct-2025,3823.2,3858.0,3865.0,3788.5,3819.0,3811.3,3820.19,242553,9265.99,27696, 111511, 45.97
CANBK, EQ, 03-Oct-2025,123.76,123.77,126.42,123.32,125.98,125.9,125.18,34668909,43398.2,149188, 15446459, 44.55
CDSL, EQ, 03-Oct-2025,1475.5,1475.5,1493.9,1470.0,1489.8,1490.1,1485.5,1372102,20382.54,45558, 569046, 41.47
CGPOWER, EQ, 03-Oct-2025,739.8,745.0,751.7,737.3,748.35,747.5,743.88,1376441,10239.03,46496, 672108, 48.83
CHOLAFIN, EQ, 03-Oct-2025,1605.3,1607.8,1607.8,1557.8,1572.0,1570.9,1570.59,1515769,23806.48,50883, 926018, 61.09
