SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,UNNAMED: 13
ABB,EQ,859.7,863.7,845.0,849.35,847.0,853.9,163698,139736067.3,01-APR-2014,9334,INE117A01022,
ADANIENT,EQ,370.0,371.3,350.45,352.7,352.7,368.0,3367843,1200888540.6,01-APR-2014,40809,INE423A01024,
ADANIPORTS,EQ,188.7,189.4,184.3,186.3,187.0,187.45,1143086,213464101.35,01-APR-2014,38978,INE742F01042,
ADANIPOWER,EQ,49.0,49.4,46.95,47.95,48.0,48.6,6174570,296007469.3,01-APR-2014,19917,INE814H01011,
AMBUJACEM,EQ,202.0,204.8,197.8,203.15,202.8,202.2,2083012,421452988.8,01-APR-2014,26427,INE079A01024,
APLAPOLLO,EQ,199.95,201.0,191.0,197.35,197.0,195.65,3925,782416.2,01-APR-2014,48,INE702C01019,
APOLLOHOSP,EQ,918.0,918.0,900.0,905.45,903.8,916.45,93671,84834900.4,01-APR-2014,7211,INE437A01024,
ASHOKLEY,EQ,23.7,23.85,22.25,22.6,22.7,23.65,14160442,322872091.9,01-APR-2014,23654,INE208A01029,
ASIANPAINT,EQ,547.75,547.75,532.0,536.65,536.2,547.95,590285,316004344.1,01-APR-2014,16729,INE021A01026,
ASTRAL,EQ,470.0,478.0,463.0,464.6,463.0,466.05,4189,1963939.5,01-APR-2014,266,INE006I01038,
AUROPHARMA,EQ,509.0,538.0,509.0,534.3,537.05,511.5,3192886,1680661084.8,01-APR-2014,53364,INE406A01037,
AXISBANK,EQ,1470.0,1478.9,1453.55,1468.5,1469.4,1460.5,2221240,3254870503.1,01-APR-2014,81981,INE238A01026,
BAJAJ-AUTO,EQ,2083.6,2084.0,2045.05,2065.2,2060.55,2083.6,129157,266255552.4,01-APR-2014,9569,INE917I01010,
BAJAJFINSV,EQ,794.45,799.9,776.55,781.5,779.0,788.05,50128,39652859.4,01-APR-2014,2487,INE918I01018,
BAJAJHLDNG,EQ,1034.95,1034.95,999.8,1004.05,1000.05,1024.8,12482,12536324.65,01-APR-2014,1183,INE118A01012,
BAJFINANCE,EQ,1790.0,1798.8,1730.3,1777.45,1768.0,1791.0,47653,84888562.85,01-APR-2014,2567,INE296A01016,
BANKBARODA,EQ,730.0,740.6,714.6,736.85,736.05,720.75,3609213,2631531210.55,01-APR-2014,82129,INE028A01013,
BANKINDIA,EQ,231.0,231.7,220.7,223.9,224.0,228.5,4879312,1102723964.55,01-APR-2014,47076,INE084A01016,
BEL,EQ,1145.0,1161.7,1120.0,1128.65,1125.1,1147.95,17414,19679041.85,01-APR-2014,861,INE263A01016,
BHARATFORG,EQ,428.55,428.55,416.15,417.35,416.85,421.8,476076,199958631.85,01-APR-2014,10580,INE465A01025,
BHARTIARTL,EQ,318.0,321.4,312.0,315.35,317.2,317.75,2850369,900113224.0,01-APR-2014,59447,INE397D01024,
BHEL,EQ,196.8,198.25,191.2,194.5,194.4,196.05,3116495,604435416.3,01-APR-2014,35275,INE257A01026,
BIOCON,EQ,424.3,432.0,423.45,430.95,432.0,424.4,583567,250656013.3,01-APR-2014,16442,INE376G01013,
BLUESTARCO,EQ,202.9,208.75,196.5,200.5,208.7,201.25,426773,85472710.25,01-APR-2014,1961,INE472A01039,
BOSCHLTD,EQ,10740.0,10875.05,10555.0,10767.1,10700.0,10892.35,6382,68320481.6,01-APR-2014,2542,INE323A01026,
BPCL,EQ,459.1,463.8,445.05,446.9,445.85,460.05,1997231,903071491.5,01-APR-2014,54129,INE029A01011,
BRITANNIA,EQ,840.4,852.5,835.0,841.2,838.65,843.4,72426,61089571.1,01-APR-2014,2365,INE216A01022,
CANBK,EQ,266.4,267.95,258.35,261.1,261.05,264.35,2825997,742782636.9,01-APR-2014,35640,INE476A01014,
CHOLAFIN,EQ,288.05,288.05,279.0,281.8,282.0,288.3,5606,1586415.5,01-APR-2014,514,INE121A01016,
CIPLA,EQ,383.7,385.75,379.15,381.5,382.15,382.8,1470749,561998943.0,01-APR-2014,26662,INE059A01026,
COALINDIA,EQ,289.5,292.0,282.0,290.5,290.3,288.75,3559789,1014353104.0,01-APR-2014,42620,INE522F01014,
