SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,1310.0,1310.0,1282.0,1301.65,1305.5,1309.95,12502,16251655.8,31-MAY-2005,
APOLLOHOSP,EQ,324.0,327.5,321.1,326.3,326.0,322.05,57184,18585294.85,31-MAY-2005,
ASHOKLEY,EQ,24.0,24.25,23.55,24.1,24.15,23.8,2742549,65371966.2,31-MAY-2005,
ASIANPAINT,EQ,390.5,393.0,384.0,384.15,384.0,390.1,8910,3442094.75,31-MAY-2005,
AUROPHARMA,EQ,295.5,298.9,292.0,295.4,294.9,293.75,53829,15913976.5,31-MAY-2005,
BANKBARODA,EQ,194.0,197.0,192.75,195.95,196.0,193.6,391357,76475156.95,31-MAY-2005,
BANKINDIA,EQ,99.05,102.25,97.1,101.25,101.0,99.05,1572988,157866461.3,31-MAY-2005,
BEL,EQ,777.0,798.9,771.1,792.15,789.9,774.75,88511,69925918.6,31-MAY-2005,
BHARATFORG,EQ,1357.0,1385.0,1331.0,1371.85,1382.0,1344.65,68412,92893016.3,31-MAY-2005,
BHEL,EQ,831.1,891.75,822.1,882.0,881.15,882.45,186327,164173075.85,31-MAY-2005,
BIOCON,EQ,420.0,433.0,416.4,430.9,432.6,417.65,482913,205518839.25,31-MAY-2005,
BLUESTARCO,EQ,305.0,305.0,300.0,302.1,302.0,305.0,4847,1456422.75,31-MAY-2005,
BPCL,EQ,397.6,400.85,385.0,390.8,387.15,398.1,234504,92757474.75,31-MAY-2005,
BRITANNIA,EQ,869.95,869.95,860.6,866.1,868.0,860.2,3600,3112934.3,31-MAY-2005,
CANBK,EQ,190.45,200.7,190.45,199.55,198.5,193.45,1345768,266775605.65,31-MAY-2005,
CIPLA,EQ,291.0,291.0,288.05,289.65,290.0,289.75,233751,67611811.0,31-MAY-2005,
CONCOR,EQ,900.0,915.0,890.0,913.35,912.0,902.0,3350,3002202.2,31-MAY-2005,
DABUR,EQ,128.7,129.45,128.15,128.65,128.5,127.8,103829,13353324.7,31-MAY-2005,
DIVISLAB,EQ,1090.0,1094.95,1060.0,1087.95,1085.0,1091.75,33834,36595453.8,31-MAY-2005,
DRREDDY,EQ,723.0,728.0,714.5,724.8,727.0,724.0,145980,105620148.1,31-MAY-2005,
EICHERMOT,EQ,337.0,338.7,327.1,331.25,330.0,335.45,18070,5993262.65,31-MAY-2005,
FEDERALBNK,EQ,170.0,171.0,164.7,166.1,166.5,169.7,170670,28373435.25,31-MAY-2005,
GAIL,EQ,218.0,218.0,212.7,213.65,214.15,216.6,1390375,298279809.7,31-MAY-2005,
GLENMARK,EQ,237.65,249.95,236.5,248.25,249.8,235.1,1214338,295880758.4,31-MAY-2005,
GODFRYPHLP,EQ,810.0,826.0,810.0,823.35,825.0,804.15,1410,1156490.5,31-MAY-2005,
GODREJCP,EQ,330.0,349.0,330.0,347.0,346.1,342.35,23099,7947283.8,31-MAY-2005,
GRASIM,EQ,1145.9,1145.9,1115.0,1128.3,1130.0,1130.05,67093,75790821.35,31-MAY-2005,
HAVELLS,EQ,386.9,386.9,377.0,378.2,378.7,383.7,12527,4761554.75,31-MAY-2005,
HCLTECH,EQ,359.0,375.0,355.0,368.3,374.9,358.95,261067,94310999.4,31-MAY-2005,
HDFCBANK,EQ,544.0,544.0,534.0,539.55,541.0,540.2,186077,100218994.35,31-MAY-2005,
HINDPETRO,EQ,343.0,345.5,333.5,335.05,335.0,340.1,543531,184197805.15,31-MAY-2005,
ICICIBANK,EQ,389.8,395.1,387.5,392.05,392.0,389.7,400583,156929248.8,31-MAY-2005,
INDHOTEL,EQ,662.0,676.0,654.0,668.1,666.15,656.8,44972,30060043.7,31-MAY-2005,
INDUSINDBK,EQ,62.05,62.05,60.35,61.65,61.7,61.05,755128,46324900.9,31-MAY-2005,
IOC,EQ,469.0,469.0,460.0,464.05,463.0,460.8,137532,63756666.6,31-MAY-2005,
ITC,EQ,1560.0,1600.0,1560.0,1599.25,1600.0,1557.45,721449,1145034618.95,31-MAY-2005,
JINDALSTEL,EQ,886.1,936.0,877.25,921.0,920.0,879.75,197337,181990277.15,31-MAY-2005,
KOTAKBANK,EQ,413.8,413.8,364.4,373.45,374.3,346.4,724919,271193373.45,31-MAY-2005,
LICHSGFIN,EQ,237.25,242.0,236.5,239.85,241.9,237.4,41856,9991945.9,31-MAY-2005,
LT,EQ,1050.15,1072.45,1033.5,1048.0,1044.0,1058.15,467063,487935703.4,31-MAY-2005,
LUPIN,EQ,630.0,640.0,611.1,623.3,621.0,625.6,63329,39542491.95,31-MAY-2005,
M&M,EQ,506.0,519.0,495.6,511.15,513.8,494.55,1135525,575501753.7,31-MAY-2005,
MARUTI,EQ,462.2,467.5,462.2,465.45,465.0,466.75,1053371,490214308.25,31-MAY-2005,
NATIONALUM,EQ,147.0,148.0,145.75,146.3,146.45,147.65,493212,72177827.75,31-MAY-2005,
NTPC,EQ,83.8,83.8,82.75,83.5,83.75,82.8,1987362,165353880.9,31-MAY-2005,
ONGC,EQ,910.0,928.95,908.3,922.75,925.3,911.6,895743,822151050.7,31-MAY-2005,
PETRONET,EQ,41.85,42.4,41.2,41.75,41.75,41.85,453030,18969785.3,31-MAY-2005,
PIDILITIND,EQ,480.0,480.0,469.1,471.0,475.95,477.15,1580,748560.5,31-MAY-2005,
PNB,EQ,381.5,383.5,379.35,382.05,382.0,380.0,323049,123267984.15,31-MAY-2005,
RADICO,EQ,346.5,356.8,346.5,353.35,356.8,345.05,37517,13218145.05,31-MAY-2005,
RELIANCE,EQ,527.0,537.9,524.4,535.0,535.2,526.8,5421328,2891429171.65,31-MAY-2005,
SAIL,EQ,54.35,54.7,54.25,54.6,54.6,54.25,7701240,419969797.4,31-MAY-2005,
SBIN,EQ,663.5,673.45,659.1,670.45,670.95,662.25,1932098,1290220885.85,31-MAY-2005,
SHREECEM,EQ,351.5,351.5,346.05,347.9,347.5,350.4,7835,2732555.5,31-MAY-2005,
SIEMENS,EQ,2010.0,2025.0,2001.15,2007.45,2006.1,2006.9,14237,28648057.15,31-MAY-2005,
SRF,EQ,136.0,137.3,134.65,135.75,135.9,135.3,669130,91086982.7,31-MAY-2005,
SUNPHARMA,EQ,535.0,539.9,525.0,525.1,525.0,534.1,29936,15797053.75,31-MAY-2005,
SUPREMEIND,EQ,244.55,252.4,244.55,250.45,250.35,250.9,2707,673877.3,31-MAY-2005,
TATAELXSI,EQ,183.85,185.9,181.75,184.35,185.0,182.7,55219,10131710.4,31-MAY-2005,
TATAPOWER,EQ,380.0,386.95,370.15,385.8,385.0,382.35,911086,347229466.1,31-MAY-2005,
TCS,EQ,1320.0,1342.9,1305.55,1334.25,1329.0,1319.1,1295696,1717115547.05,31-MAY-2005,
TITAN,EQ,300.0,303.6,297.0,301.15,300.9,299.45,446455,134211208.9,31-MAY-2005,
