SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 25-Jul-2025,1118.6,1119.7,1119.7,1069.0,1071.0,1077.9,1095.05,1051171,11510.84,37008, 578992, 55.08
ABB, EQ, 25-Jul-2025,5699.0,5699.0,5710.0,5610.5,5647.0,5643.0,5651.31,340538,19244.86,38119, 191625, 56.27
ABCAPITAL, EQ, 25-Jul-2025,270.95,266.8,266.8,256.5,260.1,260.35,259.74,8927460,23188.15,56407, 3891269, 43.59
ADANIENSOL, EQ, 25-Jul-2025,849.05,853.35,856.7,812.15,813.8,817.15,830.36,1813942,15062.21,59071, 791620, 43.64
ADANIENT, EQ, 25-Jul-2025,2608.4,2605.0,2617.0,2544.1,2549.5,2550.1,2568.46,424612,10905.99,30247, 124887, 29.41
ADANIGREEN, EQ, 25-Jul-2025,1020.7,1021.8,1021.8,973.0,978.0,975.9,991.33,2521495,24996.46,62692, 1120734, 44.45
ADANIPORTS, EQ, 25-Jul-2025,1411.6,1411.7,1416.7,1390.0,1390.0,1396.3,1401.29,744410,10431.35,41408, 354443, 47.61
ADANIPOWER, EQ, 25-Jul-2025,585.75,583.9,584.4,568.0,571.0,570.0,575.46,2300573,13238.89,43405, 1086388, 47.22
ALKEM, EQ, 25-Jul-2025,4998.6,5025.0,5040.0,4959.1,5000.0,5011.9,5017.28,78170,3922.01,12307, 36248, 46.37
AMBER, EQ, 25-Jul-2025,7375.0,7370.0,7430.0,7203.0,7273.5,7273.5,7306.9,189660,13858.26,30000, 68368, 36.05
AMBUJACEM, EQ, 25-Jul-2025,620.4,617.4,619.0,609.0,609.8,613.1,613.67,2413503,14810.92,38583, 1541507, 63.87
ANGELONE, EQ, 25-Jul-2025,2796.9,2788.0,2788.0,2712.0,2719.8,2720.1,2741.39,533016,14612.05,38123, 111869, 20.99
APLAPOLLO, EQ, 25-Jul-2025,1686.4,1680.4,1680.4,1526.1,1550.0,1543.1,1579.89,2369698,37438.68,105010, 1110382, 46.86
APOLLOHOSP, EQ, 25-Jul-2025,7363.5,7365.0,7483.5,7343.5,7474.0,7468.5,7441.18,434232,32311.98,44439, 308567, 71.06
ASHOKLEY, EQ, 25-Jul-2025,124.8,124.55,125.15,121.6,122.1,121.95,123.01,6422937,7901.16,45752, 3470980, 54.04
ASIANPAINT, EQ, 25-Jul-2025,2352.1,2340.0,2350.5,2325.8,2338.9,2336.2,2336.97,383636,8965.47,35385, 186424, 48.59
ASTRAL, EQ, 25-Jul-2025,1472.6,1470.0,1474.8,1434.0,1440.0,1440.2,1453.37,485182,7051.47,19266, 304868, 62.84
AUBANK, EQ, 25-Jul-2025,745.45,743.1,747.8,727.45,732.1,733.4,735.8,1485353,10929.16,67520, 879936, 59.24
AUROPHARMA, EQ, 25-Jul-2025,1114.1,1120.1,1130.7,1107.0,1120.2,1122.8,1120.55,695747,7796.22,30079, 312712, 44.95
AXISBANK, EQ, 25-Jul-2025,1095.1,1086.1,1101.0,1076.2,1086.0,1086.1,1085.13,11779887,127826.66,172683, 9048295, 76.81
BAJAJ-AUTO, EQ, 25-Jul-2025,8288.5,8275.0,8280.0,8044.5,8074.5,8075.5,8098.09,554118,44873.0,69136, 278079, 50.18
BAJAJFINSV, EQ, 25-Jul-2025,2032.3,1999.0,2000.0,1932.9,1985.4,1985.8,1961.84,4102292,80480.3,156846, 1404551, 34.24
BAJAJHLDNG, EQ, 25-Jul-2025,14165.0,14150.0,14150.0,13675.0,13811.0,13852.0,13948.96,83665,11670.4,12439, 61929, 74.02
BAJFINANCE, EQ, 25-Jul-2025,958.95,906.4,924.9,898.0,912.85,913.75,911.91,24415481,222647.85,408925, 10101637, 41.37
BANDHANBNK, EQ, 25-Jul-2025,184.15,183.0,183.84,176.7,178.24,178.19,178.88,14316713,25609.61,68051, 8121663, 56.73
BANKBARODA, EQ, 25-Jul-2025,246.86,246.25,249.0,242.41,243.3,243.45,245.65,8703652,21380.34,71643, 3330500, 38.27
BANKINDIA, EQ, 25-Jul-2025,114.69,114.7,116.35,112.6,113.04,113.14,114.28,11398412,13026.09,54058, 5702652, 50.03
BDL, EQ, 25-Jul-2025,1697.1,1690.0,1692.9,1640.1,1660.0,1657.6,1658.18,1596471,26472.37,64461, 420963, 26.37
BEL, EQ, 25-Jul-2025,398.25,399.0,400.7,393.5,395.6,395.2,395.9,9202508,36433.16,121123, 3969330, 43.13
BHARATFORG, EQ, 25-Jul-2025,1217.0,1214.0,1217.9,1185.7,1200.2,1204.0,1199.24,1123836,13477.45,35602, 726285, 64.63
BHARTIARTL, EQ, 25-Jul-2025,1936.1,1936.1,1952.7,1925.0,1928.0,1937.9,1938.43,3896884,75538.54,150394, 2962940, 76.03
BHEL, EQ, 25-Jul-2025,251.05,249.15,250.95,239.45,240.05,240.15,243.22,6249024,15199.05,61268, 2390964, 38.26
BIOCON, EQ, 25-Jul-2025,397.6,395.0,399.75,392.2,394.15,394.15,395.21,2122908,8389.96,32863, 886476, 41.76
BLUESTARCO, EQ, 25-Jul-2025,1764.3,1765.1,1794.3,1740.0,1745.0,1747.2,1767.66,352865,6237.44,27982, 150993, 42.79
BOSCHLTD, EQ, 25-Jul-2025,37910.0,38115.0,38115.0,37610.0,37800.0,37830.0,37789.79,17581,6643.82,7734, 8162, 46.43
BPCL, EQ, 25-Jul-2025,341.4,340.1,341.4,331.05,333.6,332.9,334.84,3514659,11768.35,51437, 2175870, 61.91
BRITANNIA, EQ, 25-Jul-2025,5673.0,5673.0,5698.0,5570.0,5599.0,5594.0,5615.56,233003,13084.42,46667, 151887, 65.19
BSE, EQ, 25-Jul-2025,2547.8,2538.9,2542.0,2444.2,2464.0,2454.0,2476.7,3588032,88864.64,165211, 1069275, 29.80
CAMS, EQ, 25-Jul-2025,4196.7,4191.5,4191.5,4026.9,4030.0,4034.3,4079.05,368790,15043.13,52119, 157661, 42.75
CANBK, EQ, 25-Jul-2025,113.51,113.86,115.7,110.5,110.65,110.76,112.96,41767665,47179.9,135028, 14743175, 35.30
CDSL, EQ, 25-Jul-2025,1679.3,1671.0,1671.3,1611.0,1616.0,1614.7,1636.45,3021430,49444.12,128648, 1049538, 34.74
CGPOWER, EQ, 25-Jul-2025,680.35,681.05,692.65,660.0,661.6,662.55,670.98,3749364,25157.42,126432, 1586077, 42.30
CHOLAFIN, EQ, 25-Jul-2025,1551.4,1520.0,1520.0,1465.7,1503.9,1503.8,1501.02,4161435,62464.02,136590, 2377679, 57.14
CIPLA, EQ, 25-Jul-2025,1487.9,1485.0,1553.7,1469.0,1535.0,1532.5,1529.0,5226395,79911.66,156355, 1618189, 30.96
COALINDIA, EQ, 25-Jul-2025,385.55,385.55,385.9,380.0,381.65,380.8,381.53,4616856,17614.6,78302, 2889234, 62.58
COCHINSHIP, EQ, 25-Jul-2025,1854.8,1843.2,1855.0,1800.0,1806.4,1808.4,1820.6,862339,15699.74,48964, 359787, 41.72
COFORGE, EQ, 25-Jul-2025,1676.0,1675.0,1725.0,1653.5,1694.5,1688.8,1694.97,5036489,85367.16,186480, 2246596, 44.61
COLPAL, EQ, 25-Jul-2025,2259.5,2260.1,2261.8,2212.0,2216.0,2215.9,2229.32,695695,15509.28,64185, 438203, 62.99
CONCOR, EQ, 25-Jul-2025,606.05,604.0,607.75,596.05,598.05,598.7,599.92,759608,4557.02,25442, 426221, 56.11
CROMPTON, EQ, 25-Jul-2025,334.15,334.5,334.5,328.0,328.75,328.95,330.02,1536672,5071.34,19694, 983686, 64.01
CUMMINSIND, EQ, 25-Jul-2025,3563.7,3563.1,3579.1,3520.0,3520.0,3535.1,3549.21,395036,14020.64,44284, 276349, 69.96
DABUR, EQ, 25-Jul-2025,512.55,512.0,514.0,508.35,511.5,511.35,511.45,2132786,10908.07,27368, 1548079, 72.58
DALBHARAT, EQ, 25-Jul-2025,2269.1,2269.1,2269.1,2216.0,2230.1,2230.4,2239.3,393593,8813.75,28196, 197805, 50.26
DELHIVERY, EQ, 25-Jul-2025,437.85,435.5,440.6,424.35,427.0,425.35,430.97,2805781,12091.96,39349, 1573419, 56.08
DIVISLAB, EQ, 25-Jul-2025,6618.5,6598.0,6652.0,6569.0,6628.0,6616.5,6616.33,179064,11847.46,23334, 97328, 54.35
DIXON, EQ, 25-Jul-2025,16768.0,16810.0,16910.0,16668.0,16700.0,16700.0,16798.95,372154,62517.96,65607, 140146, 37.66
DLF, EQ, 25-Jul-2025,828.95,828.6,835.75,822.4,824.1,826.3,827.97,2916944,24151.36,48544, 1631680, 55.94
DMART, EQ, 25-Jul-2025,4021.0,4021.8,4027.1,3951.1,4000.0,3997.0,3987.22,431585,17208.25,38493, 254222, 58.90
DRREDDY, EQ, 25-Jul-2025,1265.5,1266.0,1288.5,1261.2,1277.0,1277.9,1279.9,1621138,20748.94,74198, 654174, 40.35
EICHERMOT, EQ, 25-Jul-2025,5469.0,5480.0,5480.0,5372.5,5425.0,5433.0,5415.64,292877,15861.15,32791, 180173, 61.52
ETERNAL, EQ, 25-Jul-2025,313.15,309.95,314.15,306.3,310.5,310.55,310.42,50941177,158134.14,303907, 20334689, 39.92
FEDERALBNK, EQ, 25-Jul-2025,212.7,212.25,213.09,207.25,207.78,208.14,209.54,6563450,13752.81,66646, 4227166, 64.40
FORCEMOT, EQ, 25-Jul-2025,19149.0,19300.0,19469.0,16500.0,17840.0,17870.0,17713.72,986594,174762.53,203696, 118340, 11.99
FORTIS, EQ, 25-Jul-2025,846.55,844.35,849.0,832.0,844.95,845.55,841.35,1914241,16105.53,61540, 1040874, 54.38
GAIL, EQ, 25-Jul-2025,187.97,187.13,187.83,183.09,183.63,183.51,185.56,10429865,19353.55,44030, 6023614, 57.75
GLENMARK, EQ, 25-Jul-2025,2144.2,2145.0,2166.1,2132.0,2141.6,2145.3,2151.65,1095311,23567.27,59627, 603696, 55.12
