SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 27-Mar-2026,1002.1,998.0,998.9,969.8,975.0,977.4,978.84,602539,5897.92,35236, 330059, 54.78
ABB, EQ, 27-Mar-2026,6212.5,6190.0,6190.0,5987.0,6101.0,6105.0,6104.34,425645,25982.83,67432, 154312, 36.25
ABCAPITAL, EQ, 27-Mar-2026,314.7,311.4,311.5,301.45,305.8,305.75,305.04,4796034,14629.93,80151, 2269568, 47.32
ADANIENSOL, EQ, 27-Mar-2026,990.4,985.0,986.0,953.5,956.5,956.0,962.32,1357130,13059.93,45315, 574690, 42.35
ADANIENT, EQ, 27-Mar-2026,1886.6,1880.0,1883.2,1816.5,1824.0,1823.0,1835.51,2585257,47452.53,74139, 1434482, 55.49
ADANIGREEN, EQ, 27-Mar-2026,853.8,850.45,850.45,825.9,833.6,832.5,833.84,2328454,19415.51,56921, 989296, 42.49
ADANIPORTS, EQ, 27-Mar-2026,1375.9,1375.0,1375.0,1330.1,1339.9,1337.8,1343.11,2667313,35824.97,110962, 1553962, 58.26
ADANIPOWER, EQ, 27-Mar-2026,153.65,153.5,155.28,151.56,153.68,153.92,153.82,23958053,36851.25,150518, 9343620, 39.00
ALKEM, EQ, 27-Mar-2026,5435.5,5401.0,5419.5,5259.0,5271.5,5344.5,5357.41,145051,7770.98,27004, 86631, 59.72
AMBER, EQ, 27-Mar-2026,6746.5,6720.5,6720.5,6541.0,6578.5,6602.0,6599.96,311173,20537.29,35825, 121642, 39.09
AMBUJACEM, EQ, 27-Mar-2026,421.8,418.0,418.6,407.6,408.55,408.85,410.97,6114057,25126.67,60275, 4561713, 74.61
ANGELONE, EQ, 27-Mar-2026,241.67,238.0,243.0,233.72,235.4,235.27,237.43,7528583,17875.43,57724, 2721637, 36.15
APLAPOLLO, EQ, 27-Mar-2026,1998.6,1970.1,2012.0,1965.7,1998.0,1986.2,1990.78,788888,15705.06,41435, 538469, 68.26
APOLLOHOSP, EQ, 27-Mar-2026,7580.5,7510.0,7621.0,7510.0,7547.0,7549.0,7562.63,533512,40347.56,66692, 320931, 60.15
ASHOKLEY, EQ, 27-Mar-2026,170.95,170.0,170.0,162.85,163.16,163.09,164.04,21631702,35484.06,324535, 11269736, 52.10
ASIANPAINT, EQ, 27-Mar-2026,2270.2,2246.3,2269.0,2201.1,2209.2,2207.4,2225.52,1089010,24236.08,69114, 665624, 61.12
ASTRAL, EQ, 27-Mar-2026,1646.6,1635.0,1653.9,1610.1,1620.0,1619.1,1630.94,790705,12895.89,45108, 340944, 43.12
AUBANK, EQ, 27-Mar-2026,910.4,900.0,907.9,877.25,882.9,882.75,885.37,3432522,30390.66,103047, 2103590, 61.28
AUROPHARMA, EQ, 27-Mar-2026,1307.8,1307.8,1327.0,1296.0,1314.7,1314.2,1315.22,1923752,25301.6,77145, 810707, 42.14
AXISBANK, EQ, 27-Mar-2026,1222.1,1209.5,1213.5,1202.0,1203.8,1205.2,1207.74,9479301,114485.7,216807, 6207557, 65.49
BAJAJ-AUTO, EQ, 27-Mar-2026,9048.5,8971.5,9004.0,8840.0,8897.5,8901.0,8920.74,326675,29141.81,48277, 156635, 47.95
BAJAJFINSV, EQ, 27-Mar-2026,1746.2,1738.6,1738.6,1680.1,1694.7,1694.7,1695.72,2522237,42770.01,113196, 1635667, 64.85
BAJAJHLDNG, EQ, 27-Mar-2026,9554.0,9464.0,9531.0,9120.0,9137.0,9150.0,9194.85,131105,12054.9,31246, 85056, 64.88
BAJFINANCE, EQ, 27-Mar-2026,882.75,875.0,875.15,841.25,846.5,843.8,850.53,11282824,95963.82,261234, 7040214, 62.40
BANDHANBNK, EQ, 27-Mar-2026,153.42,152.76,152.76,148.31,148.9,148.91,149.74,6274116,9395.09,35344, 2555379, 40.73
BANKBARODA, EQ, 27-Mar-2026,272.7,269.5,269.5,258.35,260.7,260.3,261.09,19957366,52106.07,161289, 10098687, 50.60
BANKINDIA, EQ, 27-Mar-2026,149.5,148.52,148.52,143.05,144.99,144.99,144.69,14692046,21258.31,67953, 6638326, 45.18
BDL, EQ, 27-Mar-2026,1182.2,1190.0,1204.0,1131.2,1134.0,1136.9,1161.92,4013357,46631.92,111673, 1210374, 30.16
BEL, EQ, 27-Mar-2026,413.45,411.9,413.45,403.25,405.95,404.75,407.15,21818224,88832.24,222011, 12725359, 58.32
BHARATFORG, EQ, 27-Mar-2026,1736.5,1721.0,1739.0,1684.3,1718.2,1725.1,1722.6,2212093,38105.46,72398, 1340828, 60.61
BHARTIARTL, EQ, 27-Mar-2026,1834.9,1839.9,1856.9,1818.4,1850.0,1843.9,1839.42,24490425,450482.45,384542, 17895014, 73.07
BHEL, EQ, 27-Mar-2026,262.05,260.3,261.45,254.45,255.1,254.85,256.81,6984305,17936.1,56272, 3096086, 44.33
BIOCON, EQ, 27-Mar-2026,379.65,378.55,378.95,368.2,371.2,370.1,371.47,4192803,15574.96,54519, 2248035, 53.62
BLUESTARCO, EQ, 27-Mar-2026,1744.6,1739.0,1739.0,1668.1,1673.0,1675.2,1693.58,366704,6210.41,30305, 132615, 36.16
BOSCHLTD, EQ, 27-Mar-2026,30390.0,30395.0,30480.0,29515.0,29600.0,29615.0,29776.75,31803,9469.9,14476, 17982, 56.54
BPCL, EQ, 27-Mar-2026,284.55,290.0,298.5,280.8,281.8,282.7,285.26,29524543,84220.26,269107, 13479640, 45.66
BRITANNIA, EQ, 27-Mar-2026,5647.0,5600.0,5627.0,5483.0,5501.5,5500.0,5527.53,378825,20939.67,47458, 258090, 68.13
BSE, EQ, 27-Mar-2026,2890.2,2856.0,2878.7,2770.2,2775.0,2779.8,2824.46,3938937,111253.83,174163, 1445739, 36.70
CAMS, EQ, 27-Mar-2026,643.9,640.9,651.0,635.35,635.9,637.5,643.24,2013843,12953.82,52723, 1050730, 52.18
CANBK, EQ, 27-Mar-2026,136.53,134.8,134.85,129.73,130.19,130.45,131.0,44250226,57966.22,183205, 23973094, 54.18
CDSL, EQ, 27-Mar-2026,1212.8,1205.2,1206.0,1167.0,1169.0,1171.3,1180.91,2484627,29341.12,81965, 988309, 39.78
CGPOWER, EQ, 27-Mar-2026,692.25,687.7,688.8,666.0,667.15,667.95,671.66,3464175,23267.57,91246, 2129405, 61.47
