SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,UNNAMED: 11
ABB,EQ,792.0,808.85,792.0,803.15,800.0,790.3,215598,173099564.7,14-OCT-2009,
ADANIENT,EQ,651.0,667.0,644.0,659.5,663.35,645.95,138354,90190745.2,14-OCT-2009,
ADANIPOWER,EQ,101.6,103.3,101.3,101.8,101.7,101.95,1089817,111339161.65,14-OCT-2009,
AMBUJACEM,EQ,97.95,97.95,93.05,94.05,94.5,97.25,5387028,509165479.85,14-OCT-2009,
APOLLOHOSP,EQ,548.9,554.7,545.75,546.6,546.5,548.9,14401,7900699.45,14-OCT-2009,
ASHOKLEY,EQ,42.05,43.05,41.5,42.65,43.0,41.8,4239661,179042736.2,14-OCT-2009,
ASIANPAINT,EQ,1700.0,1700.0,1569.15,1586.0,1590.0,1548.65,36044,57731440.7,14-OCT-2009,
ASTRAL,EQ,142.0,144.0,136.6,137.6,136.6,139.15,12281,1712931.4,14-OCT-2009,
AUROPHARMA,EQ,837.35,851.75,808.05,839.45,839.0,832.1,180630,151338229.75,14-OCT-2009,
AXISBANK,EQ,1030.0,1042.0,1002.5,1032.4,1034.95,1013.45,2295984,2363822663.8,14-OCT-2009,
BAJAJ-AUTO,EQ,1636.6,1665.0,1560.2,1604.7,1608.9,1636.6,328306,531595860.95,14-OCT-2009,
BAJAJFINSV,EQ,334.0,349.9,328.05,344.9,346.0,328.55,312402,106140622.25,14-OCT-2009,
BAJAJHLDNG,EQ,522.0,533.8,513.05,520.4,518.0,517.75,320598,168147287.85,14-OCT-2009,
BANKBARODA,EQ,496.0,514.0,496.0,509.7,511.0,494.15,561420,284476049.15,14-OCT-2009,
BANKINDIA,EQ,411.0,446.0,410.0,438.8,439.5,410.35,2591457,1109509860.3,14-OCT-2009,
BEL,EQ,1551.0,1569.9,1532.5,1545.35,1532.5,1553.65,27384,42576901.65,14-OCT-2009,
BHARATFORG,EQ,273.45,292.0,273.0,288.2,291.4,272.5,1437613,408750922.55,14-OCT-2009,
BHARTIARTL,EQ,351.5,357.0,333.75,340.15,340.25,351.25,27238676,9316025524.95,14-OCT-2009,
BHEL,EQ,2431.0,2514.85,2431.0,2497.8,2497.0,2425.6,755067,1879967742.65,14-OCT-2009,
BIOCON,EQ,264.0,270.85,263.0,264.95,265.85,263.0,1049440,279967758.9,14-OCT-2009,
BLUESTARCO,EQ,398.65,412.0,390.1,406.15,407.0,393.0,82591,33328858.75,14-OCT-2009,
BOSCHLTD,EQ,4178.95,4184.85,4100.0,4124.05,4120.0,4113.6,3139,13018742.0,14-OCT-2009,
BPCL,EQ,564.0,564.0,543.55,546.4,548.1,565.45,797299,438208979.5,14-OCT-2009,
BRITANNIA,EQ,1640.0,1653.5,1612.5,1631.65,1632.3,1640.75,3592,5864514.1,14-OCT-2009,
CANBK,EQ,358.5,370.5,354.0,367.75,365.0,355.65,1012042,368880514.05,14-OCT-2009,
CIPLA,EQ,299.0,307.4,299.0,302.9,303.0,298.25,1654034,500992943.9,14-OCT-2009,
COLPAL,EQ,693.9,704.8,683.0,692.65,694.0,686.05,113967,78906064.85,14-OCT-2009,
CONCOR,EQ,1214.9,1214.95,1140.0,1160.25,1163.0,1182.8,279750,327456442.1,14-OCT-2009,
CUMMINSIND,EQ,372.0,385.0,372.0,382.35,384.05,372.6,328093,123842462.45,14-OCT-2009,
DABUR,EQ,146.2,149.5,145.0,147.25,147.8,144.3,988122,145693223.6,14-OCT-2009,
DIVISLAB,EQ,587.0,623.0,587.0,617.85,618.0,584.6,914623,555098713.95,14-OCT-2009,
DLF,EQ,430.0,437.0,428.0,431.7,432.6,425.25,8090428,3505473170.65,14-OCT-2009,
